Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	Sigma_elec	d_um	Temp_C
90	-28	28	0.44792259	0.44847432	0.075693958	0.010569227	0.017339902	2.3206671e-10	0.2418948	351
91	-32	25	0.44399664	0.44292074	0.082520209	0.0097386008	0.020823803	3.4332542e-10	0.24874	351
92	-32	26.5	0.4454861	0.44299629	0.081046805	0.0099514928	0.020519301	3.7898409e-09	0.2403868	351
93	-32	28	0.44697556	0.44307187	0.079573385	0.010164385	0.020214802	1.7644107e-09	0.2320336	351
94	-36	25	0.44448113	0.43247983	0.088796705	0.0097320005	0.024510302	1.3763234e-09	0.23604	351
95	-36	26.5	0.44599244	0.43269339	0.08676146	0.0099784927	0.024574228	1.2374562e-09	0.22796039	351
96	-36	28	0.44750375	0.43290693	0.084726207	0.010224985	0.02463815	1.9499182e-09	0.2198808	351
97	-40	25	0.44571394	0.42079517	0.091573186	0.0086870994	0.033230595	1.4853311e-08	0.21946	351
98	-40	26.5	0.44690144	0.42122662	0.08954519	0.0088453311	0.033481412	7.5461566e-09	0.21210159	351
99	-40	28	0.44808891	0.4216581	0.087517194	0.0090035638	0.033732221	1.6706124e-08	0.20474321	351
100	0	37.5	0.45568836	0.47668675	0.042886496	0.015814798	0.0089235995	4.5400514e-09	0.17808001	351
101	0	39	0.45627233	0.47633675	0.042683732	0.015976209	0.0087309871	9.1014858e-09	0.1722744	351
102	0	40.5	0.45685631	0.47598675	0.042480964	0.01613762	0.0085383747	1.0067255e-08	0.1664688	351
103	-4	37.5	0.45490506	0.47608396	0.044639897	0.015545798	0.0088252993	1.0601783e-08	0.18757001	351
104	-4	39	0.45563263	0.47579345	0.04433332	0.015674738	0.008565871	8.7732479e-09	0.1808788	351
105	-4	40.5	0.45636016	0.47550297	0.044026744	0.015803678	0.0083064428	-6.8728084e-05	0.1741876	351
106	-8	37.5	0.45079368	0.47455502	0.050527502	0.015784599	0.0083392002	-7.2523721e-07	0.19595	351
107	-8	39	0.45145324	0.47422066	0.050422788	0.016024793	0.0078785196	2.1470558e-05	0.1888172	351
108	-8	40.5	0.45211279	0.47388631	0.050318077	0.016264984	0.00741784	2.1356342e-05	0.1816844	351
109	-12	37.5	0.45442054	0.47004196	0.049258694	0.014808699	0.011470098	2.3101618e-05	0.19913	351
110	-12	39	0.45551577	0.4699752	0.048305757	0.015061754	0.011141503	1.900693e-05	0.19109841	351
111	-12	40.5	0.45661104	0.46990842	0.047352832	0.015314811	0.010812907	4.6848709e-05	0.1830668	351
112	-16	37.5	0.4535276	0.46540532	0.054597199	0.0143562	0.0121137	1.8891327e-05	0.20042001	351
113	-16	39	0.45448914	0.46540847	0.053688828	0.014586397	0.011827163	1.8617367e-05	0.19199599	351
114	-16	40.5	0.45545068	0.46541166	0.052780453	0.014816592	0.011540629	1.7985985e-05	0.18357199	351
115	-20	37.5	0.45518106	0.45742235	0.060330205	0.013029201	0.014037201	1.750951e-05	0.19959	351
116	-20	39	0.45638058	0.45690936	0.059682041	0.013157457	0.013870558	1.7125583e-05	0.19103999	351
117	-20	40.5	0.45758012	0.45639637	0.059033871	0.013285713	0.013703914	1.5826014e-05	0.18249001	351
118	-24	37.5	0.45505229	0.45542592	0.062130697	0.0128048	0.0145863	1.5667147e-05	0.19426	351
119	-24	39	0.45597735	0.45545772	0.061188087	0.013066173	0.014310649	4.2989454e-05	0.1854448	351
120	-24	40.5	0.45690238	0.45548958	0.060245477	0.013327544	0.014034996	2.0194037e-05	0.1766296	351
121	-28	37.5	0.45558926	0.44899637	0.067140996	0.012617198	0.015656197	1.5081207e-05	0.18795	351
122	-28	39	0.45679978	0.4490788	0.065790527	0.012940563	0.01539035	1.4877614e-05	0.17943241	351
123	-28	40.5	0.45801029	0.44916123	0.064440057	0.013263927	0.015124502	1.3057767e-05	0.1709148	351
124	-32	37.5	0.45640877	0.44355044	0.070241794	0.011512699	0.018286299	1.3901998e-05	0.17913	351
125	-32	39	0.4578982	0.44362602	0.068768382	0.011725591	0.017981797	1.3862659e-05	0.1707768	351
126	-32	40.5	0.45938766	0.4437016	0.06729497	0.011938483	0.017677298	1.2126646e-05	0.1624236	351
127	-36	37.5	0.4570753	0.4342593	0.0718363	0.0117861	0.025043001	1.2056789e-05	0.16870999	351
128	-36	39	0.4585866	0.43447283	0.069801047	0.012032592	0.025106924	1.2312031e-05	0.1606304	351
129	-36	40.5	0.46009791	0.43468636	0.067765802	0.012279084	0.02517085	1.0938051e-05	0.1525508	351
130	-40	37.5	0.45560959	0.42439079	0.074673198	0.0100057	0.035320699	1.1451968e-05	0.15814	351
131	-40	39	0.45679706	0.42482227	0.072645202	0.010163932	0.035571512	1.0885139e-05	0.1507816	351
132	-40	40.5	0.45798454	0.42525375	0.070617206	0.010322165	0.035822324	1.028828e-05	0.1434232	351
