Point	Row	Column	Zr_at
1	1	1	0.31616554
2	1	2	0.31183815
3	1	3	0.31229165
4	1	4	0.31430277
5	1	5	0.30956468
6	1	6	0.30497339
7	1	7	0.31158537
8	1	8	0.30099705
9	1	9	0.30368191
10	1	10	0.30241755
11	1	11	0.26756603
12	2	1	0.31800345
13	2	2	0.31965524
14	2	3	0.31985533
15	2	4	0.3163754
16	2	5	0.31226426
17	2	6	0.31026232
18	2	7	0.31143817
19	2	8	0.30175737
20	2	9	0.3059532
21	2	10	0.30798557
22	2	11	0.28698775
23	3	1	0.31701514
24	3	2	0.32558405
25	3	3	0.3215898
26	3	4	0.31869122
27	3	5	0.3232705
28	3	6	0.313575
29	3	7	0.31139514
30	3	8	0.30789095
31	3	9	0.30399305
32	3	10	0.29368189
33	3	11	0.2841236
34	4	1	0.31072956
35	4	2	0.31327784
36	4	3	0.31419995
37	4	4	0.30589986
38	4	5	0.3129468
39	4	6	0.30872759
40	4	7	0.30461526
41	4	8	0.30184492
42	4	9	0.29785982
43	4	10	0.2919656
44	4	11	0.27012336
