Point	Row	Column	Norm_d
1	1	1	0.47606099
2	1	2	0.48376596
3	1	3	0.47062218
4	1	4	0.43440461
5	1	5	0.3934899
6	1	6	0.33234447
7	1	7	0.27037495
8	1	8	0.19711578
9	1	9	0.12484549
10	1	10	0.056901526
11	1	11	0
12	2	1	0.96143389
13	2	2	1
14	2	3	0.99225384
15	2	4	0.94598269
16	2	5	0.85628349
17	2	6	0.75014418
18	2	7	0.62694687
19	2	8	0.49653894
20	2	9	0.3711578
21	2	10	0.24956736
22	2	11	0.15063865
23	3	1	0.80416149
24	3	2	0.84083229
25	3	3	0.84927893
26	3	4	0.82740009
27	3	5	0.7670787
28	3	6	0.6936959
29	3	7	0.59274822
30	3	8	0.48327154
31	3	9	0.37194067
32	3	10	0.26213431
33	3	11	0.16481252
34	4	1	0.25241038
35	4	2	0.27873918
36	4	3	0.29221261
37	4	4	0.29431397
38	4	5	0.28487846
39	4	6	0.25937372
40	4	7	0.22439225
41	4	8	0.18137619
42	4	9	0.13300371
43	4	10	0.079645656
44	4	11	0.024103831
