Point	Row	Column	MaxInt_110
1	1	1	6185.5884
2	1	2	6333.3237
3	1	3	6475.375
4	1	4	6580.4487
5	1	5	6603.1826
6	1	6	6678.8628
7	1	7	6532.6489
8	1	8	6257.9561
9	1	9	6334.5708
10	1	10	6495.8784
11	1	11	6796.9282
12	2	1	6607.4297
13	2	2	6585.8882
14	2	3	5988.2295
15	2	4	4835.9971
16	2	5	3752.1416
17	2	6	3641.5117
18	2	7	3631.9417
19	2	8	3661.9053
20	2	9	3767.7798
21	2	10	5240.0913
22	2	11	6406.6665
23	3	1	6327.2915
24	3	2	5902.3018
25	3	3	3869.2305
26	3	4	3701.0027
27	3	5	3701.0952
28	3	6	3640.438
29	3	7	3657.4663
30	3	8	3732.0938
31	3	9	3740.7571
32	3	10	3897.4275
33	3	11	4150.375
34	4	1	4673.6855
35	4	2	4379.6377
36	4	3	4496.0347
37	4	4	4524.9463
38	4	5	4473.0933
39	4	6	4972.1919
40	4	7	5570.8525
41	4	8	6570.9443
42	4	9	7173.3413
43	4	10	7348.8672
44	4	11	7343.0532
