Point	Row	Column	Pos_110
1	1	1	30.7939
2	1	2	30.747711
3	1	3	30.758081
4	1	4	30.791468
5	1	5	30.788328
6	1	6	30.815351
7	1	7	30.824539
8	1	8	30.841789
9	1	9	30.873947
10	1	10	30.980814
11	1	11	31.037504
12	2	1	30.688488
13	2	2	30.718662
14	2	3	30.729746
15	2	4	30.735582
16	2	5	30.735041
17	2	6	30.748182
18	2	7	30.750763
19	2	8	30.762186
20	2	9	30.767952
21	2	10	30.796824
22	2	11	30.831173
23	3	1	30.731876
24	3	2	30.749363
25	3	3	30.771364
26	3	4	30.794167
27	3	5	30.798315
28	3	6	30.791012
29	3	7	30.78212
30	3	8	30.778921
31	3	9	30.764826
32	3	10	30.76799
33	3	11	30.777174
34	4	1	
35	4	2	
36	4	3	30.784275
37	4	4	30.813684
38	4	5	30.855642
39	4	6	30.865946
40	4	7	30.880047
41	4	8	30.898878
42	4	9	30.893705
43	4	10	30.944363
44	4	11	30.99896
