Point	Row	Column	FWHM_110
1	1	1	0.51928127
2	1	2	0.47247702
3	1	3	0.5012964
4	1	4	0.52945864
5	1	5	0.52455723
6	1	6	0.52731419
7	1	7	0.53058964
8	1	8	0.55487359
9	1	9	0.5529471
10	1	10	0.57958442
11	1	11	0.6634326
12	2	1	0.47317284
13	2	2	0.50101954
14	2	3	0.52539814
15	2	4	0.50210816
16	2	5	0.52364814
17	2	6	0.51284176
18	2	7	0.48376572
19	2	8	0.49014771
20	2	9	0.46818206
21	2	10	0.50725853
22	2	11	0.50646657
23	3	1	0.61262888
24	3	2	0.53985733
25	3	3	0.53197205
26	3	4	0.55379069
27	3	5	0.53061026
28	3	6	0.5200299
29	3	7	0.5336808
30	3	8	0.51622093
31	3	9	0.51748794
32	3	10	0.53115976
33	3	11	0.50303102
34	4	1	
35	4	2	
36	4	3	0.68902946
37	4	4	0.61588991
38	4	5	0.64477289
39	4	6	0.58952165
40	4	7	0.53679454
41	4	8	0.55225086
42	4	9	0.5343926
43	4	10	0.56895447
44	4	11	0.63719267
