Point	Row	Column	Pos_111
1	1	1	37.965679
2	1	2	
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	
11	1	11	
12	2	1	
13	2	2	37.91814
14	2	3	37.898647
15	2	4	37.862621
16	2	5	37.896076
17	2	6	37.913605
18	2	7	37.921673
19	2	8	37.884468
20	2	9	38.002586
21	2	10	
22	2	11	
23	3	1	
24	3	2	37.913605
25	3	3	37.953522
26	3	4	37.959217
27	3	5	37.956673
28	3	6	37.951431
29	3	7	37.932186
30	3	8	37.968216
31	3	9	
32	3	10	
33	3	11	
34	4	1	
35	4	2	
36	4	3	38.015503
37	4	4	38.023582
38	4	5	38.030712
39	4	6	38.054588
40	4	7	38.066803
41	4	8	38.105877
42	4	9	
43	4	10	
44	4	11	
