Point	Row	Column	Zr_at
1	1	1	0.076201439
2	1	2	0.077761158
3	1	3	0.078067854
4	1	4	0.077433147
5	1	5	0.074286282
6	1	6	0.07321728
7	1	7	0.073277928
8	1	8	0.074325711
9	1	9	0.072380386
10	1	10	0.072762176
11	1	11	0.087575853
12	2	1	0.078159943
13	2	2	0.078987032
14	2	3	0.077196188
15	2	4	0.079790764
16	2	5	0.079676718
17	2	6	0.077191085
18	2	7	0.077420644
19	2	8	0.075652294
20	2	9	0.073115736
21	2	10	0.071364805
22	2	11	0.068845488
23	3	1	0.079523027
24	3	2	0.079817899
25	3	3	0.079457514
26	3	4	0.080517612
27	3	5	0.079922214
28	3	6	0.077089518
29	3	7	0.080203049
30	3	8	0.07576517
31	3	9	0.072310649
32	3	10	0.07554666
33	3	11	0.074285582
34	4	1	0.079624683
35	4	2	0.076686576
36	4	3	0.077687815
37	4	4	0.08047688
38	4	5	0.079376377
39	4	6	0.07848379
40	4	7	0.075032569
41	4	8	0.074409574
42	4	9	0.073613994
43	4	10	0.071081728
44	4	11	0.069443949
