Point	Row	Column	Pos_200
1	1	1	43.144497
2	1	2	43.048374
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	43.063976
11	1	11	43.143276
12	2	1	43.147141
13	2	2	43.154942
14	2	3	43.162079
15	2	4	43.137314
16	2	5	43.104095
17	2	6	43.111847
18	2	7	43.120228
19	2	8	43.159729
20	2	9	43.161167
21	2	10	43.195873
22	2	11	43.155029
23	3	1	43.135014
24	3	2	43.139324
25	3	3	43.141075
26	3	4	43.109558
27	3	5	43.139046
28	3	6	43.138229
29	3	7	43.124931
30	3	8	43.172615
31	3	9	43.183941
32	3	10	43.208355
33	3	11	43.135025
34	4	1	43.131996
35	4	2	
36	4	3	
37	4	4	
38	4	5	
39	4	6	43.092876
40	4	7	43.150875
41	4	8	
42	4	9	
43	4	10	
44	4	11	43.124126
