Point	Row	Column	MaxInt_110
1	1	1	5639.7876
2	1	2	2949.3284
3	1	3	
4	1	4	
5	1	5	
6	1	6	
7	1	7	
8	1	8	
9	1	9	
10	1	10	2873.0146
11	1	11	3283.2026
12	2	1	5467.1851
13	2	2	5672.2612
14	2	3	5729.1895
15	2	4	5854.8008
16	2	5	5525.981
17	2	6	4939.9448
18	2	7	4659.0601
19	2	8	4059.998
20	2	9	3677.7141
21	2	10	3410.7847
22	2	11	3235.5352
23	3	1	5279.6914
24	3	2	5405.5566
25	3	3	5480.9014
26	3	4	5390.9521
27	3	5	5306.7798
28	3	6	5029.71
29	3	7	4541.981
30	3	8	4099.2451
31	3	9	3791.6677
32	3	10	3477.7117
33	3	11	3312.1509
34	4	1	4336.0742
35	4	2	4357.9937
36	4	3	4414.6753
37	4	4	4481.8579
38	4	5	4429.3384
39	4	6	4276.4775
40	4	7	3980.1687
41	4	8	3800.5198
42	4	9	3525.3948
43	4	10	3302.0085
44	4	11	3007.7722
