Point	Row	Column	Pos_111
1	1	1	37.624172
2	1	2	37.637241
3	1	3	37.661255
4	1	4	37.67276
5	1	5	37.71265
6	1	6	37.739967
7	1	7	37.759365
8	1	8	37.794331
9	1	9	37.814533
10	1	10	37.833237
11	1	11	37.82534
12	2	1	37.613777
13	2	2	37.655342
14	2	3	37.6954
15	2	4	37.709064
16	2	5	37.694069
17	2	6	37.685307
18	2	7	37.688641
19	2	8	37.68512
20	2	9	37.731987
21	2	10	37.807133
22	2	11	37.832558
23	3	1	37.614964
24	3	2	37.653732
25	3	3	37.683109
26	3	4	37.726669
27	3	5	37.694714
28	3	6	
29	3	7	
30	3	8	
31	3	9	37.68586
32	3	10	37.666451
33	3	11	37.694176
34	4	1	37.664341
35	4	2	37.637547
36	4	3	37.668423
37	4	4	37.703838
38	4	5	37.696388
39	4	6	37.711651
40	4	7	37.734554
41	4	8	37.723
42	4	9	37.705566
43	4	10	37.726616
44	4	11	37.727581
