Point	Row	Column	Pos_200
1	1	1	43.740364
2	1	2	43.738522
3	1	3	43.762592
4	1	4	43.778339
5	1	5	43.840191
6	1	6	43.900494
7	1	7	43.952473
8	1	8	43.969234
9	1	9	43.972752
10	1	10	43.984112
11	1	11	44.006855
12	2	1	43.680977
13	2	2	43.735985
14	2	3	43.745033
15	2	4	43.790928
16	2	5	43.830856
17	2	6	43.849339
18	2	7	43.834023
19	2	8	43.820503
20	2	9	43.868263
21	2	10	43.971291
22	2	11	44.011868
23	3	1	43.68486
24	3	2	43.726116
25	3	3	43.733768
26	3	4	43.786991
27	3	5	43.816868
28	3	6	43.867584
29	3	7	43.904881
30	3	8	43.903812
31	3	9	43.881626
32	3	10	43.822063
33	3	11	43.838512
34	4	1	43.731213
35	4	2	43.707031
36	4	3	43.693153
37	4	4	43.696175
38	4	5	43.781746
39	4	6	43.727497
40	4	7	43.80365
41	4	8	43.768082
42	4	9	43.755867
43	4	10	43.785419
44	4	11	43.9133
