FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.88119Co0.42647Fe0.08664Y0.12872Zr0.35817O3,01088,1,1,1,4.144934200000001,0.20925002,0.48071602,0.42767176,0.74304676,4648.8286,1092.9257,314.96246,12.665633999999999,30.462675,37.539764,43.683098,5.4000001,44.141998,0.8899978990901284,2.1499949247682877,1.4899964827463947,137.3266758296068,1.5937193,1.4838900000000002,0.8434267166666667,74.08931156365,0.8811920801181348,0.5584408114340639,1.4488910396109465,1.7665986306849002,1.8535288414932793,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.8784Co0.45017Fe0.08578Y0.1201Zr0.34395O3,01088,2,1,2,4.1436701000000005,0.22379000000000002,0.48678344,0.43327165,,5105.2261,1480.8097,,13.412061999999999,30.472193,37.541149,,9.397999800000001,44.141998,0.8900039977588737,2.1500096575073915,1.4900066928772155,137.32761685419422,1.6072724999999999,1.4771239999999999,0.8397090666666667,73.37442787815,0.8783960543644708,0.5537355972673419,1.4555376918304703,1.7744320646578096,1.8716005129504891,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.8864Co0.47742Fe0.08388Y0.11035Zr0.32835O3,01088,3,1,3,4.1405525,0.23833998,0.47217169,0.42977032,,5799.3745,1754.3669,,13.989497,30.495695,37.55323,,13.39599,44.141998,0.8899995964892626,2.14999902522687,1.489999324459552,137.32693773829322,1.6223825,1.4695215,0.8354704000000001,72.5843255044,0.8864004018787414,0.5485756882173363,1.4630606120610485,1.7834256299918607,1.89196409533307,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.89155Co0.50837Fe0.08187Y0.10211Zr0.30765O3,01088,4,1,4,4.1359968,0.25134003,0.46816850000000004,0.41699046,,6198.9277,1977.8535,,13.984709,30.530102000000003,37.598324,,17.393998999999997,44.141998,0.8900010527905416,2.15000254325805,1.4900017625369741,137.32716244558057,1.6393064,1.461573,0.8311651916666667,71.67513843565,0.8915489453771942,0.5429131813250663,1.4710196091868486,1.792666220236193,1.9159664765610884,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.89241Co0.53695Fe0.08075Y0.09116Zr0.29113O3,01088,5,1,5,4.130664299999999,0.26085001,0.46749029,0.39782879,,6501.7334,2119.6555,,14.195884,30.570475,37.63752,,21.391991,44.141998,0.8900024138638127,2.1500058312440418,1.4900040411877313,137.3273724591863,1.6556566,1.4532720000000001,0.8265741583333333,70.81636321125,0.8924075796063341,0.5375525419122618,1.4794242449066943,1.802625966667175,1.9392039668788053,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.90215Co0.56338Fe0.07928Y0.08103Zr0.2763O3,01088,6,1,6,4.1253023,0.26550996,0.4603138,0.40041685,,6692.4629,2242.4768,,13.971620000000001,30.611183,37.690578,,25.389999,44.141998,0.8899995189210896,2.1499988378430817,1.4899991945982287,137.32692576952414,1.6705723999999997,1.445674,0.8223390333333334,70.03840722460001,0.9021504876467119,0.5327512407849487,1.4871947879280403,1.811903769858217,1.96073741838735,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.91485Co0.5936Fe0.07753Y0.06981Zr0.25907O3,01088,7,1,7,4.1238022,0.26392001,0.45877299,0.38893881,,6642.8633,2227.9768,,14.142139000000002,30.622593,37.712551,,29.38802,44.141998,0.8899996163459962,2.149999073195384,1.4899993577028476,137.3269408021872,1.6875792,1.4371185,0.8175795916666667,69.1523264705,0.9148503943663109,0.5273824282415879,1.4960485674600836,1.8224517501292175,1.985861471497566,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.91106Co0.61298Fe0.07759Y0.06235Zr0.24708O3,01088,8,1,8,4.1199322,0.25812003,0.46468842,0.40715492,,6470.4336,2193.8445,,14.174998,30.652063000000002,37.74258,,33.386009,44.141998,0.8900004410475922,2.1500010654520487,1.4900007383830478,137.32706805364347,1.6990755000000002,1.4313529999999999,0.8144512416666668,68.5407890886,0.9110595485161569,0.523814533873034,1.502076053532601,1.829453578257132,2.003581661076679,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.91479Co0.62914Fe0.0742Y0.05831Zr0.23834O3,01088,9,1,9,4.1109643,0.24659,0.47533152,0.37969106,,5872.6709,2174.9424,,13.314402,30.720577000000002,37.806767,,37.384009999999996,44.141998,0.8899997118666405,2.149999303947502,1.4899995176194318,137.3269555410226,1.7066996,1.427604,0.8122595333333333,68.1473575758,0.9147902961591026,0.5214741433504997,1.5060193890935454,1.8343884638753376,2.0151471814336226,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
Ba0.91803Co0.6403Fe0.0818Y0.05216Zr0.22574O3,01088,10,1,10,4.1035438,0.23028998,0.47238889,0.38839498,,5468.0415,1887.2539,,13.275084,30.777502000000002,37.867348,,41.381989000000004,44.141998,0.8899974252976244,2.149993780213362,1.4899956895432138,137.32660272342343,1.7173273999999998,1.42271,0.8100811333333334,67.5332806545,0.9180326557987188,0.5182456328930782,1.5111960836806955,1.8393166168580648,2.0334655949262377,1_Apr_2016,Pulsed Laser Deposition,BZYF631/ BZF19/ BZC19,548.0,18.2,850,N,331.0,10,50.0,SiO2,31,0,12,0,0,30,0,24.333333333333332,240,0,120,0,0,0,0
