Point	Row	Column	FWHM_110
1	1	1	0.48071602
2	1	2	0.48678344
3	1	3	0.47217169
4	1	4	0.4681685
5	1	5	0.46749029
6	1	6	0.4603138
7	1	7	0.45877299
8	1	8	0.46468842
9	1	9	0.47533152
10	1	10	0.47238889
11	1	11	0.46982691
12	2	1	0.45476499
13	2	2	0.47104475
14	2	3	0.45970264
15	2	4	0.46626237
16	2	5	0.4833582
17	2	6	0.46281683
18	2	7	0.46695149
19	2	8	0.49396181
20	2	9	0.4915098
21	2	10	0.47766027
22	2	11	0.46603814
23	3	1	0.45942309
24	3	2	0.47424251
25	3	3	0.47475567
26	3	4	0.46682802
27	3	5	0.48829415
28	3	6	0.48152724
29	3	7	0.4658584
30	3	8	0.46890169
31	3	9	0.4683876
32	3	10	0.45372549
33	3	11	0.45479006
34	4	1	0.47807139
35	4	2	0.46626085
36	4	3	0.50786912
37	4	4	0.52027678
38	4	5	0.51378798
39	4	6	0.52000552
40	4	7	0.50307024
41	4	8	0.50137299
42	4	9	0.4904387
43	4	10	0.45660901
44	4	11	0.46819374
