Point	Row	Column	Frac_110
1	1	1	1
2	1	2	1
3	1	3	1
4	1	4	1
5	1	5	1
6	1	6	1
7	1	7	1
8	1	8	1
9	1	9	
10	1	10	0.89954764
11	1	11	0.82682616
12	2	1	1
13	2	2	1
14	2	3	1
15	2	4	1
16	2	5	1
17	2	6	1
18	2	7	1
19	2	8	1
20	2	9	1
21	2	10	
22	2	11	0.88918084
23	3	1	1
24	3	2	1
25	3	3	1
26	3	4	1
27	3	5	1
28	3	6	1
29	3	7	1
30	3	8	1
31	3	9	1
32	3	10	1
33	3	11	
34	4	1	0.91955322
35	4	2	1
36	4	3	
37	4	4	1
38	4	5	1
39	4	6	1
40	4	7	1
41	4	8	1
42	4	9	
43	4	10	0.91447037
44	4	11	0.83649129
