Point	Row	Column	MaxInt_110
1	1	1	2158.0635
2	1	2	2315.1255
3	1	3	2579.3328
4	1	4	3149.7036
5	1	5	3645.5483
6	1	6	3582.3948
7	1	7	3532.3774
8	1	8	3357.4749
9	1	9	3149.167
10	1	10	2863.1709
11	1	11	2659.9854
12	2	1	3223.5791
13	2	2	3315.2639
14	2	3	3373.9141
15	2	4	3383.6655
16	2	5	3512.8489
17	2	6	3584.6611
18	2	7	3634.1453
19	2	8	3646.3157
20	2	9	3529.0227
21	2	10	3326.6768
22	2	11	3024.6323
23	3	1	2791.9597
24	3	2	2968.5852
25	3	3	2869.8564
26	3	4	2766.293
27	3	5	2778.4207
28	3	6	2694.9465
29	3	7	2685.8518
30	3	8	2665.5125
31	3	9	2760.1206
32	3	10	2981.6843
33	3	11	2883.3057
34	4	1	1691.0095
35	4	2	2026.3223
36	4	3	2314.9338
37	4	4	2417.6799
38	4	5	2426.3938
39	4	6	2506.7905
40	4	7	2477.3083
41	4	8	2458.8196
42	4	9	2324.6121
43	4	10	2205.2283
44	4	11	2128.8179
