Point	Row	Column	FWHM_111
1	1	1	0.573627
2	1	2	0.54546881
3	1	3	0.5457657
4	1	4	0.42621097
5	1	5	0.45292214
6	1	6	0.43964925
7	1	7	0.45242259
8	1	8	0.42867184
9	1	9	0.4433884
10	1	10	0.40235567
11	1	11	0.41978398
12	2	1	0.46639821
13	2	2	0.495846
14	2	3	0.46815041
15	2	4	0.42444581
16	2	5	0.51546556
17	2	6	0.45703763
18	2	7	0.48164427
19	2	8	0.43404514
20	2	9	0.47128505
21	2	10	0.43425602
22	2	11	0.42307168
23	3	1	0.50588536
24	3	2	0.53321517
25	3	3	0.54363722
26	3	4	0.51047647
27	3	5	0.50689203
28	3	6	0.52049458
29	3	7	0.49971515
30	3	8	0.49459076
31	3	9	0.5050438
32	3	10	0.47353226
33	3	11	0.49344346
34	4	1	0.60777837
35	4	2	0.58250999
36	4	3	0.56190562
37	4	4	0.52416599
38	4	5	0.58817452
39	4	6	0.53160655
40	4	7	0.54327238
41	4	8	0.58380818
42	4	9	0.52514184
43	4	10	0.65517163
44	4	11	0.64732981
