Point	Row	Column	FWHM_110
1	1	1	0.50161475
2	1	2	0.51239395
3	1	3	0.50759244
4	1	4	0.46058878
5	1	5	0.42504615
6	1	6	0.43392044
7	1	7	0.43056956
8	1	8	0.44207934
9	1	9	0.44607404
10	1	10	0.44529259
11	1	11	0.45344517
12	2	1	0.45688894
13	2	2	0.47150949
14	2	3	0.48261568
15	2	4	0.47905409
16	2	5	0.47436228
17	2	6	0.48115894
18	2	7	0.46377203
19	2	8	0.45940995
20	2	9	0.46407682
21	2	10	0.46528333
22	2	11	0.46628609
23	3	1	0.46182278
24	3	2	0.47796577
25	3	3	0.49862805
26	3	4	0.52791321
27	3	5	0.5290134
28	3	6	0.53703976
29	3	7	0.53120416
30	3	8	0.53468084
31	3	9	0.53574347
32	3	10	0.47684982
33	3	11	0.47023597
34	4	1	0.54342604
35	4	2	0.52047479
36	4	3	0.49046102
37	4	4	0.4945837
38	4	5	0.49563628
39	4	6	0.48524931
40	4	7	0.5158841
41	4	8	0.5041241
42	4	9	0.51652408
43	4	10	0.51379246
44	4	11	0.49569815
