Point	Row	Column	FWHM_110
1	1	1	0.49350518
2	1	2	0.49410874
3	1	3	0.50915843
4	1	4	0.51384217
5	1	5	0.51937163
6	1	6	0.52330279
7	1	7	0.519306
8	1	8	0.51835024
9	1	9	0.52047414
10	1	10	0.52843899
11	1	11	0.52212137
12	2	1	0.5351277
13	2	2	0.52367407
14	2	3	0.48490587
15	2	4	0.40992165
16	2	5	0.40734521
17	2	6	0.40957174
18	2	7	0.45335945
19	2	8	0.48563731
20	2	9	0.50833011
21	2	10	0.54033661
22	2	11	0.52662122
23	3	1	0.52042454
24	3	2	0.51326489
25	3	3	0.50091153
26	3	4	0.41841146
27	3	5	0.44430566
28	3	6	0.55067044
29	3	7	0.6400668
30	3	8	0.49291983
31	3	9	0.43595493
32	3	10	0.4102295
33	3	11	0.41648152
34	4	1	0.5167082
35	4	2	0.5265466
36	4	3	0.51885831
37	4	4	0.51323116
38	4	5	0.51492453
39	4	6	0.47703096
40	4	7	0.42300004
41	4	8	0.42153668
42	4	9	0.42204547
43	4	10	0.4461247
44	4	11	0.52082223
