Point	Row	Column	FWHM_200
1	1	1	0.70735526
2	1	2	0.82452834
3	1	3	0.65651333
4	1	4	0.77050537
5	1	5	0.72993946
6	1	6	0.76667315
7	1	7	0.69500053
8	1	8	0.82773805
9	1	9	0.7522397
10	1	10	0.77960247
11	1	11	0.63393199
12	2	1	0.78515071
13	2	2	0.83348578
14	2	3	0.76408201
15	2	4	0.71443003
16	2	5	0.64962673
17	2	6	0.67540318
18	2	7	0.72207516
19	2	8	0.69838327
20	2	9	0.69985282
21	2	10	0.72997707
22	2	11	0.79107666
23	3	1	0.79743224
24	3	2	0.81350398
25	3	3	0.84004509
26	3	4	0.73166806
27	3	5	0.5896681
28	3	6	0.57987261
29	3	7	0.62687516
30	3	8	0.56167054
31	3	9	0.63310814
32	3	10	0.68281144
33	3	11	0.77176672
34	4	1	0.82734483
35	4	2	0.77026498
36	4	3	0.88278592
37	4	4	0.83488876
38	4	5	0.88708764
39	4	6	0.76540703
40	4	7	0.70868468
41	4	8	0.69012576
42	4	9	0.68662113
43	4	10	0.91514176
44	4	11	0.62414116
