Point	Row	Column	Pos_111
1	1	1	37.131096
2	1	2	37.138107
3	1	3	37.138126
4	1	4	37.142342
5	1	5	37.138474
6	1	6	37.131279
7	1	7	37.123535
8	1	8	37.126434
9	1	9	37.121037
10	1	10	37.100616
11	1	11	37.099758
12	2	1	37.1633
13	2	2	37.166122
14	2	3	37.165604
15	2	4	37.156094
16	2	5	37.13052
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	37.09026
22	2	11	37.114334
23	3	1	37.158924
24	3	2	37.181816
25	3	3	37.175224
26	3	4	37.187798
27	3	5	37.173206
28	3	6	37.174618
29	3	7	37.170349
30	3	8	37.184017
31	3	9	37.178265
32	3	10	37.169468
33	3	11	37.171574
34	4	1	37.149323
35	4	2	37.155285
36	4	3	37.169552
37	4	4	37.179512
38	4	5	37.181225
39	4	6	37.183258
40	4	7	37.179619
41	4	8	37.188694
42	4	9	37.18074
43	4	10	37.180233
44	4	11	37.18623
