Point	Row	Column	MaxInt_111
1	1	1	1176.314
2	1	2	1095.3656
3	1	3	950.13501
4	1	4	1086.9941
5	1	5	903.39819
6	1	6	747.07233
7	1	7	714.50037
8	1	8	748.35126
9	1	9	790.54431
10	1	10	848.95416
11	1	11	1012.8116
12	2	1	655.75653
13	2	2	611.83789
14	2	3	567.27856
15	2	4	479.62909
16	2	5	322.49979
17	2	6	
18	2	7	
19	2	8	
20	2	9	
21	2	10	361.48486
22	2	11	457.27133
23	3	1	744.71222
24	3	2	782.51416
25	3	3	858.01727
26	3	4	762.61322
27	3	5	760.23981
28	3	6	776.50366
29	3	7	824.13049
30	3	8	887.98193
31	3	9	854.6311
32	3	10	806.18652
33	3	11	807.63556
34	4	1	581.90228
35	4	2	567.08783
36	4	3	647.48785
37	4	4	682.15399
38	4	5	756.40985
39	4	6	779.5589
40	4	7	769.6311
41	4	8	730.12109
42	4	9	725.50098
43	4	10	696.40112
44	4	11	624.6629
