Point	ASR
1	69334984
2	3.308471e+08
3	1.7301432e+08
4	1.4412056e+08
5	3.728505e+08
6	2709994.2
7	1.4145618e+08
8	2.6919994e+08
9	2.3627299e+08
10	2.3754336e+08
11	1.0128496e+08
12	3.2326989e+08
13	4.2609264e+08
14	2.837031e+08
15	5.004559e+08
16	3.8264598e+08
17	1.4729294e+08
18	3.4122973e+08
19	4.5710246e+08
20	2.0506306e+08
21	2.7038118e+08
22	90976752
23	3.0780381e+08
24	4.3700026e+08
25	1.125481e+09
26	2.406774e+09
27	1.3501024e+09
28	1.1962871e+09
29	6.472727e+08
30	1.9177443e+08
31	3.8838566e+08
32	2.5786098e+08
33	83110832
34	2.5644822e+08
35	3.7178864e+08
36	2.7912704e+08
37	3.0596317e+08
38	2.7878502e+08
39	6.2988934e+08
40	4.1989898e+08
41	1.639284e+08
42	3.757345e+08
43	1.0665016e+08
44	1.5750061e+08
45	1.6342722e+08
46	6.2517696e+08
47	2.5333614e+08
48	7.1540347e+09
49	6.8351629e+08
50	3.2648122e+08
51	2.9916256e+08
52	2.983257e+08
53	76309312
54	69680536
55	64434064
56	1.0971601e+08
57	3.0672211e+08
58	5.8053491e+08
59	4.759513e+08
60	71505792
61	5.7645709e+08
62	1.4891155e+08
63	3.6436819e+08
64	2.1950315e+08
65	1.292467e+08
66	9.1860166e+08
67	1.3566654e+08
68	1.9445987e+08
69	4.998808e+08
70	3.1415933e+08
71	68917120
72	1.1330499e+08
73	95507560
74	2.2979443e+08
75	1.7860053e+08
76	1.1627034e+08
77	64953684
78	1.0986998e+08
79	7.4071155e+08
80	4.48976e+08
81	90678928
82	72602224
83	2.3096059e+08
84	1.6350702e+08
85	1.5397574e+08
86	47413860
87	4.0136989e+08
88	67515968
89	2.4906547e+08
90	1.5753798e+08
91	2.618329e+08
92	1.035604e+09
93	1.05271e+08
94	1.3712737e+09
95	87976688
96	1.0137574e+08
97	34521076
98	35563772
99	45294228
100	1.9647614e+08
101	4.7131117e+08
102	84438160
103	1.2937078e+08
104	45220084
105	33114586
106	53193448
107	40464972
108	49546056
109	47833448
110	1.1242503e+08
111	1.5726813e+08
112	5.7374906e+08
113	95326288
114	43305284
115	44196492
116	18296636
117	61133508
118	32097652
119	85338224
120	44648316
121	48534152
122	75369520
123	1.6125795e+08
124	47139596
125	43423092
126	1.8887285e+08
127	38991564
128	67835464
129	97797776
130	1.0716475e+08
131	40870548
132	40784156
