Point	ASR
1	79482296
2	67679328
3	57239820
4	48286280
5	16641016
6	43260360
7	17034658
8	2.2836237e+08
9	5375317.5
10	97886784
11	22660308
12	1019.9275
13	3477429
14	376.77121
15	15880837
16	7627787
17	2.0256989e+08
18	95476144
19	57908976
20	58148680
21	2.2613184e+08
22	78382112
23	20549472
24	15538631
25	5343535
26	1383717.6
27	1385181.2
28	6349159.5
29	49668580
30	23206002
31	61220216
32	32449510
33	60588756
34	1.1745881e+08
35	98694704
36	3918634.2
37	1416858.2
38	2787535.2
39	428167.66
40	1542522
41	1540964
42	29829422
43	17156866
44	12225508
45	27.291643
46	8919942
47	736772.56
48	288062.06
49	149480.12
50	1344633.1
51	424617.66
52	3933776.8
53	16353309
54	2026641.4
55	3435017.5
56	15401344
57	1382281.9
58	25496538
59	819641.56
60	298631.25
61	4146902.2
62	1311300.8
63	1445415.4
64	1274732.6
65	353617.66
66	11231194
67	7979017
68	15013705
69	6260566
70	56046012
71	21287432
72	956008
73	14032238
74	1858660.5
75	931796.38
76	4656531.5
77	2732243.2
78	12835605
79	73271368
80	4360845
81	7198668
82	782445.06
83	2770005
84	1445101.2
85	2181207.8
86	1553172
87	14412999
88	2801044
89	1.1381676e+08
90	2126544
91	1.2955111e+08
92	6229464
93	6250827
94	669819
95	25314954
96	18799290
97	9080472
98	4368227.5
99	2128114.8
100	43298688
101	1.4563669e+08
102	36809412
103	19124132
104	29492016
105	17080840
106	5124566
107	5245203
108	6676198.5
109	1162515
110	7872831
111	3719645.8
112	89277784
113	26402258
114	31280838
115	12376618
116	4856902
117	7673654
118	7021773.5
119	27586326
120	18171914
121	7788008
122	3892936
123	71526840
124	65458852
125	72806408
126	15388149
127	35361452
128	5681884.5
129	7441804.5
130	7948857.5
131	23392298
132	11762123
