Point	ASR
1	69060064
2	1.714367e+08
3	1.684767e+08
4	3.7108493e+08
5	1.3137763e+08
6	1.9138582e+08
7	1.2648492e+08
8	1.4944557e+08
9	2.3514821e+08
10	2.3587078e+08
11	1.623261e+08
12	1.1514314e+08
13	1.8072954e+08
14	88564640
15	1.7018008e+08
16	2.4648936e+08
17	1.0621729e+08
18	25355794
19	73865128
20	41507352
21	61999332
22	49105576
23	1.9766901e+08
24	2.0916723e+08
25	1.537973e+08
26	1.2462824e+08
27	1.1449503e+08
28	1.2732404e+08
29	1.4551858e+08
30	45066148
31	61883720
32	45751012
33	34881416
34	58480748
35	88789888
36	1.219871e+08
37	86614648
38	69693088
39	35217252
40	31782236
41	25566282
42	15766083
43	27375462
44	31164600
45	52674140
46	24848558
47	1198517.6
48	19260162
49	17560874
50	24072140
51	1.3799477e+08
52	52157348
53	18899822
54	57979036
55	79670792
56	17097490
57	24846228
58	29889112
59	35939824
60	20536592
61	22173360
62	16836738
63	10899756
64	8526282
65	10560464
66	10758070
67	16072388
68	48569964
69	70337120
70	1.8494242e+08
71	8056928.5
72	15039432
73	50777564
74	25129600
75	4375924.5
76	4718421
77	25902118
78	72350880
79	94238352
80	1.3934723e+08
81	70029240
82	78907384
83	60292188
84	22877078
85	5173260.5
86	3301185.5
87	3396978.5
88	3924791.8
89	34396668
90	10113823
91	10216145
92	4250591.5
93	23866680
94	35578536
95	31712492
96	11633632
97	8633725
98	87945744
99	9311052
100	1.7351016e+08
101	15754459
102	99660744
103	4695110
104	12296508
105	3224216.5
106	3741322.8
107	3318998.5
108	5213473
109	7251738.5
110	6847729.5
111	61477828
112	8479787
113	23433688
114	2.2993317e+08
115	35053892
116	4614371.5
117	4703278.5
118	4052026.2
119	4328486.5
120	4486194.5
121	4849990.5
122	11070973
123	5286044
124	5658951
125	5375265
126	8524398
127	9781035
128	9449597
129	8692787
130	2598265.8
131	2991738.8
132	3706451
