Point	ASR
1	1.7721724e+09
2	2.8736966e+08
3	67450032
4	33464244
5	39948808
6	29893824
7	30190738
8	14580132
9	3.2326992e+08
10	1.4639646e+08
11	2.9282787e+08
12	71567368
13	57616828
14	31872086
15	19146436
16	18044052
17	4584840.5
18	13367477
19	8086469.5
20	9576203
21	20467476
22	26435560
23	1.0147502e+08
24	46206544
25	27162210
26	15246149
27	10398695
28	10624207
29	7433008
30	9776950
31	9027681
32	11961614
33	71992736
34	27547056
35	21127230
36	19143294
37	21403356
38	11809561
39	9713804
40	5930070.5
41	8451513
42	11875265
43	38201792
44	22662192
45	29754966
46	17284100
47	6436809
48	4220243
49	4310290
50	5832995
51	3074991
52	3605920
53	4043858
54	3947411.2
55	6882601
56	19637782
57	20412812
58	7103151
59	14426193
60	4863190
61	8205861.5
62	7580349
63	9226543
64	4346079.5
65	9708150
66	14687260
67	29010410
68	23901260
69	8997564
70	8105371
71	4545570.5
72	3729384.8
73	4726337.5
74	6214086.5
75	39427616
76	38127624
77	3975057.2
78	36788076
79	14700769
80	7388397.5
81	6392512.5
82	5162893.5
83	2860247.2
84	5865667.5
85	1840973.2
86	1800858.2
87	2394522
88	18827564
89	33596504
90	11252242
91	7338783
92	3701110.2
93	2681453
94	2358205
95	2348340.5
96	1250008.2
97	1344130.4
98	1526520.2
99	2111998.5
100	25324692
101	15133052
102	7024915.5
103	6082478.5
104	4878893.5
105	2958437.8
106	14328804
107	2934247.5
108	17161264
109	3407057.2
110	11181557
111	52919688
112	15182689
113	4557822.5
114	5606172
115	2908800.8
116	3844147
117	2552229.8
118	1640351.2
119	10898499
120	5863468.5
121	7360751.5
122	36813308
123	55100080
124	25450356
125	4706294.5
126	3869311.2
127	2761491.2
128	2917597
129	7882570
130	5591092.5
131	4555937.5
132	2701141.2
