Point	ASR
1	30913272
2	1529405.9
3	21807052
4	7329335.5
5	11299366
6	7342216
7	6630331.5
8	99537280
9	4855331.5
10	27400972
11	9400274
12	10423804
13	13013419
14	5257455.5
15	5001510
16	5349504
17	33415864
18	18056932
19	5152526
20	19056902
21	16584468
22	9418495
23	3558796.2
24	8603880
25	7650092.5
26	3869813.8
27	3120558.2
28	4271623.5
29	2109579.5
30	2064026.4
31	10122212
32	5732150
33	2872672.2
34	3256198
35	8227831
36	2488549.8
37	2818856.8
38	2710911.8
39	1822092.4
40	1611979.5
41	18092118
42	14669039
43	6288212
44	7479504
45	8787663
46	5282274
47	2985832.5
48	1285737.6
49	914109.19
50	728095.5
51	752725.62
52	944065.19
53	3134681.2
54	1016745.1
55	1418711.9
56	3692628
57	3406429
58	3174265.2
59	1432377.8
60	886328.12
61	1176212.2
62	932948.38
63	1821509.5
64	1811379.5
65	4067734.2
66	1711539.6
67	4922875.5
68	3363075
69	2391066.2
70	1281204.4
71	651943.31
72	472787.72
73	454051.25
74	536639.62
75	625962.31
76	1560460.5
77	954415.88
78	5698849
79	2079116.8
80	1565958.2
81	822969.75
82	691213.19
83	638874.31
84	1604725.5
85	477584.91
86	528981.38
87	3018599.2
88	468914.12
89	2618203.2
90	4139676.8
91	2713079.5
92	1539254.8
93	848481.38
94	464529.09
95	618139.75
96	1255820.2
97	428164.53
98	764946.38
99	1169677.8
100	2307185.8
101	12545950
102	613666.12
103	1340863.1
104	1017499
105	1121862.8
106	1281141.5
107	1180453.5
108	1366278.6
109	5321858
110	873372.25
111	3173008.5
112	2235243.2
113	1425403.4
114	554145.5
115	1989570.6
116	2205712.2
117	2212309.5
118	717194.19
119	1531840.6
120	1095410.5
121	1371933.5
122	1835287
123	9413154
124	718531.62
125	1802331.8
126	1155854.8
127	941786.62
128	606159.62
129	855110.12
130	968427.38
131	735855.25
132	850303.44
