Point	ASR
1	1834376
2	458653.69
3	572473.56
4	836480.44
5	1035311.9
6	3250920
7	10383906
8	724.76544
9	7225663
10	39582496
11	8252649.5
12	3143477.5
13	1693632.6
14	1153749.9
15	773114.56
16	910999.06
17	647513.69
18	3163583.8
19	2522070.5
20	3114889
21	6544251.5
22	3745092.5
23	3656185.5
24	1032798.6
25	6836734
26	5082154.5
27	10901327
28	852942.38
29	3189973.2
30	3854734.2
31	2243411.2
32	3359619.2
33	2138482
34	1947787.5
35	1137633.5
36	5379977.5
37	3532406.8
38	2467459.2
39	10791999
40	4823287
41	3163898
42	1766706
43	975747.25
44	1379881.8
45	2772455.5
46	2309070.5
47	819735.75
48	3538061.8
49	2339544
50	2134398
51	2495367
52	1143162.8
53	1273601.6
54	1318589.2
55	1585876
56	778455.25
57	1763376
58	626402.19
59	2289592.8
60	401900.81
61	3001163.5
62	3264114.8
63	617103.06
64	939681.75
65	933147.25
66	758160.56
67	1438441
68	1674845.9
69	804247.75
70	587100.81
71	373719.78
72	610285.81
73	805567.19
74	1308473.4
75	350947.31
76	500392.88
77	557664.12
78	1155289.2
79	1101630.9
80	775565
81	1165499.5
82	517357.47
83	347381.59
84	458813.91
85	745028.69
86	826553
87	1605668
88	1476862.8
89	381483.59
90	701329.12
91	554679.62
92	46357340
93	1651221.1
94	390886.38
95	335412.12
96	311159.03
97	383660.09
98	950645.94
99	329050.41
100	2138796.2
101	455185.38
102	797367.62
103	743206.56
104	1648550.8
105	3003048.5
106	1712256.2
107	990041.5
108	897238.88
109	879488.88
110	717979.56
111	631491.56
112	2089473.2
113	3347995.2
114	926298.62
115	1745783
116	593980.94
117	1635199
118	2359022
119	4523893.5
120	1674154.8
121	1888097.1
122	1603531.8
123	3473659
124	1160127.4
125	1283152.1
126	879363.19
127	1059439.2
128	1024379.1
129	1645566.2
130	1728504.2
131	804090.62
132	1130973.4
