Point	Row	Column	Pos_111
1	1	1	37.844563
2	1	2	37.869884
3	1	3	37.85751
4	1	4	37.86142
5	1	5	37.898266
6	1	6	37.886166
7	1	7	37.896824
8	1	8	37.921757
9	1	9	37.975483
10	1	10	37.948223
11	1	11	37.958107
12	2	1	37.83585
13	2	2	37.847248
14	2	3	37.859692
15	2	4	37.874756
16	2	5	37.878933
17	2	6	37.894428
18	2	7	37.922531
19	2	8	37.955811
20	2	9	37.950695
21	2	10	37.92263
22	2	11	37.929382
23	3	1	37.841908
24	3	2	37.863693
25	3	3	37.874825
26	3	4	37.889336
27	3	5	37.899277
28	3	6	37.911396
29	3	7	37.917656
30	3	8	37.931168
31	3	9	37.934448
32	3	10	37.933071
33	3	11	37.938103
34	4	1	37.839088
35	4	2	37.869663
36	4	3	37.883213
37	4	4	37.903843
38	4	5	37.92099
39	4	6	37.907356
40	4	7	37.917625
41	4	8	37.939777
42	4	9	37.9426
43	4	10	37.937206
44	4	11	37.955681
