Point	Row	Column	FWHM_200
1	1	1	0.87162316
2	1	2	0.70855707
3	1	3	0.66502982
4	1	4	0.66819239
5	1	5	
6	1	6	
7	1	7	0.67980421
8	1	8	
9	1	9	0.90459901
10	1	10	
11	1	11	0.84002048
12	2	1	
13	2	2	0.71471375
14	2	3	0.6271736
15	2	4	0.66611272
16	2	5	
17	2	6	
18	2	7	0.96820754
19	2	8	
20	2	9	0.78024375
21	2	10	0.68215001
22	2	11	0.76666117
23	3	1	0.74804521
24	3	2	0.85604835
25	3	3	0.78241855
26	3	4	0.73087305
27	3	5	0.77241516
28	3	6	0.6731903
29	3	7	0.73784232
30	3	8	0.77941698
31	3	9	0.64935839
32	3	10	0.90076399
33	3	11	0.8043046
34	4	1	0.64330173
35	4	2	0.74896687
36	4	3	0.80327255
37	4	4	0.66688484
38	4	5	0.73975205
39	4	6	0.8868404
40	4	7	0.57571042
41	4	8	0.8229512
42	4	9	0.80402368
43	4	10	0.75487959
44	4	11	0.62787122
