Point	Row	Column	FWHM_110
1	1	1	0.45468217
2	1	2	0.48558187
3	1	3	0.50797808
4	1	4	0.51120239
5	1	5	0.50278193
6	1	6	0.52050537
7	1	7	0.51547217
8	1	8	0.52365518
9	1	9	0.50616819
10	1	10	0.49893925
11	1	11	0.48652339
12	2	1	0.51784194
13	2	2	0.50473112
14	2	3	0.52727664
15	2	4	0.5343163
16	2	5	0.52482754
17	2	6	0.53964102
18	2	7	0.55120701
19	2	8	0.54509377
20	2	9	0.54294217
21	2	10	0.52235937
22	2	11	0.49085796
23	3	1	0.5180614
24	3	2	0.51039839
25	3	3	0.52008283
26	3	4	0.52698398
27	3	5	0.53665626
28	3	6	0.54142606
29	3	7	0.53699362
30	3	8	0.52887946
31	3	9	0.51461202
32	3	10	0.50605202
33	3	11	0.48991102
34	4	1	0.5032177
35	4	2	0.50750941
36	4	3	0.51163572
37	4	4	0.50689542
38	4	5	0.52849394
39	4	6	0.52709639
40	4	7	0.51376903
41	4	8	0.52055305
42	4	9	0.51466674
43	4	10	0.48623043
44	4	11	0.45925704
