Point	Row	Column	Zr_at
1	1	1	0.065461233
2	1	2	0.064469829
3	1	3	0.064146817
4	1	4	0.060876604
5	1	5	0.061308652
6	1	6	0.064023837
7	1	7	0.062610231
8	1	8	0.062162507
9	1	9	0.063496217
10	1	10	0.060898144
11	1	11	0.055792641
12	2	1	0.076082058
13	2	2	0.075905487
14	2	3	0.075681806
15	2	4	0.076133192
16	2	5	0.073019505
17	2	6	0.071890779
18	2	7	0.072359443
19	2	8	0.070530951
20	2	9	0.065065719
21	2	10	0.068062082
22	2	11	0.064668171
23	3	1	0.075691633
24	3	2	0.076200426
25	3	3	0.078612834
26	3	4	0.079848751
27	3	5	0.078562237
28	3	6	0.076525122
29	3	7	0.073432304
30	3	8	0.071078144
31	3	9	0.069313638
32	3	10	0.074129075
33	3	11	0.067406513
34	4	1	0.073947169
35	4	2	0.072290063
36	4	3	0.07145901
37	4	4	0.071877599
38	4	5	0.071787283
39	4	6	0.072497942
40	4	7	0.074181013
41	4	8	0.073817745
42	4	9	0.070557021
43	4	10	0.069734275
44	4	11	0.066708662
