Point	Row	Column	FWHM_110
1	1	1	0.54101235
2	1	2	0.50654036
3	1	3	0.50541604
4	1	4	0.52569878
5	1	5	0.53323418
6	1	6	0.54524499
7	1	7	0.55031568
8	1	8	0.5625782
9	1	9	0.61209399
10	1	10	0.63334006
11	1	11	0.64452553
12	2	1	0.47911462
13	2	2	0.46276525
14	2	3	0.56646055
15	2	4	0.68420732
16	2	5	0.72248888
17	2	6	0.7578336
18	2	7	0.74955165
19	2	8	0.73986906
20	2	9	0.69403315
21	2	10	0.59517884
22	2	11	0.57874501
23	3	1	0.49927279
24	3	2	0.49997157
25	3	3	0.65147829
26	3	4	0.72449976
27	3	5	0.72959375
28	3	6	0.75185382
29	3	7	0.77939075
30	3	8	0.75970733
31	3	9	0.74886483
32	3	10	0.71382153
33	3	11	0.59547383
34	4	1	0.6518414
35	4	2	0.6751399
36	4	3	0.70050871
37	4	4	0.68625712
38	4	5	0.74252212
39	4	6	0.76850051
40	4	7	0.77959222
41	4	8	0.79196411
42	4	9	0.82437152
43	4	10	0.77470875
44	4	11	0.70278692
