Point	Row	Column	MaxInt_111
1	1	1	1926.556
2	1	2	2039.9657
3	1	3	1952.608
4	1	4	1363.866
5	1	5	1454.3837
6	1	6	1433.0145
7	1	7	1242.6099
8	1	8	1045.6667
9	1	9	671.06146
10	1	10	1579.2939
11	1	11	520.362
12	2	1	2347.8066
13	2	2	2344.4587
14	2	3	702.77155
15	2	4	539.58606
16	2	5	562.50714
17	2	6	548.44763
18	2	7	525.84375
19	2	8	444.19791
20	2	9	463.26349
21	2	10	846.8161
22	2	11	869.76263
23	3	1	2059.634
24	3	2	1340.1006
25	3	3	552.03882
26	3	4	597.84821
27	3	5	627.60876
28	3	6	614.59418
29	3	7	706.83405
30	3	8	584.28381
31	3	9	418.62576
32	3	10	478.90872
33	3	11	743.59766
34	4	1	566.19153
35	4	2	531.43652
36	4	3	444.53271
37	4	4	512.10657
38	4	5	542.8476
39	4	6	545.3559
40	4	7	605.48218
41	4	8	487.29343
42	4	9	481.41519
43	4	10	440.78671
44	4	11	406.0314
