Point	Row	Column	Zr_at
1	1	1	0.2394851
2	1	2	0.23428632
3	1	3	0.22660269
4	1	4	0.21716343
5	1	5	0.20937864
6	1	6	0.20138539
7	1	7	0.19329706
8	1	8	0.18265675
9	1	9	0.17421055
10	1	10	0.16788423
11	1	11	0.15871932
12	2	1	0.25128129
13	2	2	0.24380241
14	2	3	0.23490685
15	2	4	0.22567084
16	2	5	0.21676537
17	2	6	0.20546062
18	2	7	0.19495441
19	2	8	0.18418869
20	2	9	0.17477736
21	2	10	0.16825368
22	2	11	0.15914285
23	3	1	0.24479708
24	3	2	0.23624833
25	3	3	0.23157896
26	3	4	0.22195229
27	3	5	0.21144085
28	3	6	0.20229325
29	3	7	0.19354737
30	3	8	0.18240368
31	3	9	0.17275898
32	3	10	0.16407061
33	3	11	0.15957797
34	4	1	0.22837791
35	4	2	0.22376503
36	4	3	0.21675961
37	4	4	0.20904215
38	4	5	0.20111185
39	4	6	0.19261424
40	4	7	0.18631551
41	4	8	0.18039052
42	4	9	0.1708945
43	4	10	0.1636728
44	4	11	0.15475667
