Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.46966785	0.23736179	0.09117493	0	0.20179544	4.5762166e+09	351
2	-4	0	0.47035336	0.23257343	0.085492887	0	0.21158032	70837576	351
3	-8	0	0.46887282	0.22510794	0.083568245	0	0.222451	61421276	351
4	-12	0	0.47393173	0.2156321	0.079430483	0	0.23100567	42411188	351
5	-16	0	0.47665226	0.20804903	0.072668925	0	0.2426298	31490696	351
6	-20	0	0.47633082	0.20065185	0.066631868	0	0.25638545	38861500	351
7	-24	0	0.47636604	0.19299874	0.06364093	0	0.2669943	29637786	351
8	-28	0	0.48156089	0.182381	0.059894737	0	0.27616337	21360002	351
9	-32	0	0.48045537	0.17410852	0.054510064	0	0.29092607	14888950	351
10	-36	0	0.4809612	0.16781773	0.047109906	0	0.30411118	39147388	351
11	-40	0	0.47825792	0.15864307	0.04515031	0	0.31794867	64861320	351
12	0	3.75	0.46769935	0.24090065	0.092642777	0	0.19875723	24058316	351
13	-4	3.75	0.46845144	0.23542826	0.08726275	0	0.20885757	37061368	351
14	-8	3.75	0.46805874	0.2275992	0.084917724	0	0.21942434	39722612	351
15	-12	3.75	0.47245535	0.21818432	0.080677636	0	0.22868268	26200882	351
16	-16	3.75	0.47522387	0.21026504	0.073807344	0	0.24070373	31064068	351
17	-20	3.75	0.47607642	0.20187443	0.067905746	0	0.25414339	38305440	351
18	-24	3.75	0.47663629	0.19349594	0.06409549	0	0.26577228	30366634	351
19	-28	3.75	0.48171401	0.18284057	0.05968114	0	0.27576426	5598946.5	351
20	-32	3.75	0.48153341	0.17427856	0.05412617	0	0.29006186	23429998	351
21	-36	3.75	0.48114112	0.16792856	0.048256557	0	0.30267376	11461356	351
22	-40	3.75	0.47981405	0.15877014	0.044990018	0	0.31642577	5641358	351
23	0	7.5	0.46573088	0.2444395	0.094110601	0	0.195719	16871610	351
24	-4	7.5	0.46654949	0.23828308	0.089032613	0	0.2061348	39626164	351
25	-8	7.5	0.46724468	0.23009044	0.086267203	0	0.21639767	50719756	351
26	-12	7.5	0.47097898	0.22073655	0.081924781	0	0.2263597	44378136	351
27	-16	7.5	0.4737955	0.21248105	0.074945763	0	0.23877767	22236192	351
28	-20	7.5	0.47582206	0.20309699	0.069179617	0	0.25190133	27347564	351
29	-24	7.5	0.47690654	0.19399315	0.06455005	0	0.26455027	10827813	351
30	-28	7.5	0.48186716	0.18330017	0.059467543	0	0.27536511	12950902	351
31	-32	7.5	0.48261148	0.17444861	0.053742282	0	0.28919765	12676326	351
32	-36	7.5	0.48132107	0.1680394	0.049403209	0	0.30123633	10941225	351
33	-40	7.5	0.48137018	0.15889721	0.044829737	0	0.31490287	3035092.8	351
34	0	11.5	0.46363118	0.24821429	0.095676295	0	0.19247824	16056680	351
35	-4	11.5	0.46452078	0.24132821	0.090920463	0	0.20323053	31092342	351
36	-8	11.5	0.46637633	0.23274778	0.087706648	0	0.21316923	19557356	351
37	-12	11.5	0.46940419	0.22345892	0.083255067	0	0.22388184	18131840	351
38	-16	11.5	0.47227189	0.21484482	0.076160073	0	0.23672321	9316393	351
39	-20	11.5	0.47555071	0.20440105	0.070538417	0	0.24950981	8092742.5	351
40	-24	11.5	0.47719482	0.1945235	0.065034911	0	0.26324677	6452938	351
41	-28	11.5	0.48203051	0.18379039	0.059239704	0	0.27493939	6632841.5	351
42	-32	11.5	0.4837614	0.17462999	0.053332791	0	0.28827584	13675353	351
43	-36	11.5	0.48151299	0.16815762	0.050626311	0	0.29970309	6630017	351
44	-40	11.5	0.48303005	0.15903273	0.044658765	0	0.31327847	1716374.6	351
45	0	15.25	0.4618648	0.25102192	0.096873306	0	0.19023998	10954734	351
46	-4	15.25	0.46285281	0.24350025	0.09248244	0	0.2011645	23986060	351
47	-8	15.25	0.46553534	0.23477376	0.088808984	0	0.21088192	13232702	351
48	-12	15.25	0.46805799	0.2255221	0.084210776	0	0.22220914	19883596	351
49	-16	15.25	0.47099835	0.21655239	0.077084795	0	0.23536447	5086271.5	351
50	-20	15.25	0.47520563	0.20533392	0.071615756	0	0.2478447	19937544	351
51	-24	15.25	0.47737989	0.19489813	0.065341428	0	0.26238057	20210418	351
52	-28	15.25	0.48209029	0.1841173	0.058983043	0	0.27480936	10305052	351
53	-32	15.25	0.48461381	0.17469664	0.052994765	0	0.28769481	22726282	351
54	-36	15.25	0.48180649	0.16808635	0.051455632	0	0.29865155	23342034	351
55	-40	15.25	0.48431352	0.15916026	0.044509586	0	0.31201664	8294119	351
56	0	19	0.46141198	0.24907666	0.096309893	0	0.19320147	1.1228994e+08	351
57	-4	19	0.46270564	0.24123402	0.092693202	0	0.20336713	31902874	351
58	-8	19	0.46451929	0.23377538	0.088304922	0	0.21340042	93628888	351
59	-12	19	0.46755818	0.22440653	0.083272085	0	0.22476321	1.1464865e+09	351
60	-16	19	0.47073129	0.21495503	0.076620549	0	0.23769315	20533450	351
61	-20	19	0.47427094	0.20438372	0.07141564	0	0.24992971	14556430	351
62	-24	19	0.4770112	0.19447602	0.06468574	0	0.26382706	3904461.8	351
