Point	x_mm	y_mm	Ba_at	Zr_at	Y_at	Co_at	Fe_at	ASR	Temp_C
1	0	0	0.41178876	0.17393184	0	0.4142794	0	161666.36	437
2	-4	0	0.40796241	0.18132977	0	0.41070783	0	136125.2	437
3	-8	0	0.40636292	0.19236942	0	0.40126768	0	109723.27	437
4	-12	0	0.40397671	0.19896694	0	0.39705637	0	943106.12	437
5	-16	0	0.40958813	0.21155453	0	0.37885734	0	399139.34	437
6	-20	0	0.39953613	0.24141738	0	0.35904649	0	230812.81	437
7	-24	0	0.40767646	0.24932306	0	0.34300047	0	163306.27	437
8	-28	0	0.40280914	0.27553168	0	0.32165918	0	86629.102	437
9	-32	0	0.4193396	0.28608844	0	0.29457194	0	81524.328	437
10	-36	0	0.42371625	0.29885918	0	0.27742457	0	108972.42	437
11	-40	0	0.43337995	0.31295756	0	0.2536625	0	130030.52	437
12	0	3.75	0.41834474	0.17877054	0	0.40288472	0	112183.13	437
13	-4	3.75	0.41405311	0.18818298	0	0.39776388	0	169269.02	437
14	-8	3.75	0.4110418	0.19958839	0	0.38936982	0	184769.62	437
15	-12	3.75	0.40870354	0.20786649	0	0.38342997	0	223712.81	437
16	-16	3.75	0.409989	0.2219649	0	0.3680461	0	235368.12	437
17	-20	3.75	0.40284967	0.24717407	0	0.34997627	0	220005.73	437
18	-24	3.75	0.40740606	0.25549969	0	0.33709425	0	253683.61	437
19	-28	3.75	0.4025704	0.27892488	0	0.31850472	0	342339.34	437
20	-32	3.75	0.41551501	0.28874508	0	0.29573992	0	516603.5	437
21	-36	3.75	0.41722351	0.30371475	0	0.27906173	0	902799.5	437
22	-40	3.75	0.42355627	0.31870398	0	0.25773975	0	1283968.9	437
23	0	7.5	0.42490071	0.18360923	0	0.39149007	0	195469.89	437
24	-4	7.5	0.42014384	0.1950362	0	0.38481995	0	201470.34	437
25	-8	7.5	0.4157207	0.20680737	0	0.37747195	0	212622.98	437
26	-12	7.5	0.41343036	0.21676604	0	0.36980358	0	224938.03	437
27	-16	7.5	0.41038987	0.23237528	0	0.35723484	0	207436.22	437
28	-20	7.5	0.40616319	0.25293076	0	0.34090605	0	164729.41	437
29	-24	7.5	0.40713567	0.26167631	0	0.33118805	0	241761.27	437
30	-28	7.5	0.40233162	0.28231809	0	0.31535029	0	424743.31	437
31	-32	7.5	0.41169041	0.29140171	0	0.29690787	0	530175.19	437
32	-36	7.5	0.41073078	0.30857033	0	0.2806989	0	1003110.6	437
33	-40	7.5	0.41373259	0.32445043	0	0.26181701	0	2048004.2	437
34	0	11.5	0.43189374	0.1887705	0	0.37933576	0	200307.95	437
35	-4	11.5	0.42664063	0.2023463	0	0.37101308	0	142857.64	437
36	-8	11.5	0.42071149	0.21450761	0	0.3647809	0	208476.09	437
37	-12	11.5	0.41847235	0.22625889	0	0.35526878	0	220822.55	437
38	-16	11.5	0.41081747	0.24347967	0	0.34570286	0	201900.73	437
39	-20	11.5	0.40969762	0.25907123	0	0.33123115	0	168053.22	437
