Point	Row	Column	Zr_at
1	1	1	0.21865182
2	1	2	0.22583342
3	1	3	0.22977312
4	1	4	0.23309258
5	1	5	0.2389508
6	1	6	0.24242079
7	1	7	0.2466616
8	1	8	0.25314501
9	1	9	0.25623122
10	1	10	0.26154131
11	1	11	0.2644757
12	2	1	0.2350052
13	2	2	0.2418078
14	2	3	0.24839622
15	2	4	0.25759321
16	2	5	0.26416501
17	2	6	0.26949111
18	2	7	0.27783394
19	2	8	0.28093019
20	2	9	0.2821683
21	2	10	0.28568444
22	2	11	0.29168326
23	3	1	0.25613081
24	3	2	0.2682192
25	3	3	0.2770524
26	3	4	0.28556019
27	3	5	0.29382163
28	3	6	0.2994056
29	3	7	0.3046307
30	3	8	0.30640095
31	3	9	0.30728692
32	3	10	0.30821982
33	3	11	0.30740124
34	4	1	0.2802
35	4	2	0.28937623
36	4	3	0.29997471
37	4	4	0.30873209
38	4	5	0.31391931
39	4	6	0.32175651
40	4	7	0.32351971
41	4	8	0.324258
42	4	9	0.3261674
43	4	10	0.3223787
44	4	11	0.31826425
