Point	Row	Column	Pos_111
1	1	1	37.754955
2	1	2	37.755291
3	1	3	37.74725
4	1	4	37.716072
5	1	5	37.757328
6	1	6	37.83168
7	1	7	37.851757
8	1	8	37.809883
9	1	9	37.799881
10	1	10	37.797726
11	1	11	37.804886
12	2	1	37.73164
13	2	2	37.69698
14	2	3	37.685528
15	2	4	37.684521
16	2	5	37.66663
17	2	6	37.640823
18	2	7	37.634502
19	2	8	37.627228
20	2	9	37.644363
21	2	10	37.707623
22	2	11	37.724895
23	3	1	37.664623
24	3	2	37.643803
25	3	3	37.62244
26	3	4	37.651833
27	3	5	37.656387
28	3	6	37.657547
29	3	7	37.636868
30	3	8	37.60067
31	3	9	37.563438
32	3	10	37.590981
33	3	11	37.570393
34	4	1	37.6036
35	4	2	37.568592
36	4	3	37.552742
37	4	4	37.540802
38	4	5	37.54657
39	4	6	37.529606
40	4	7	37.519245
41	4	8	37.502113
42	4	9	37.500671
43	4	10	37.498539
44	4	11	37.494709
