FORMULA,IDENTIFIER: Sample number,IDENTIFIER: Point,IDENTIFIER: Row,IDENTIFIER: Column,PROPERTY: Cubic lattice constant (A),PROPERTY: Film thickness ($\mu$m),PROPERTY: FWHM of 110 peak ($^{\circ}$),PROPERTY: FWHM of 111 peak ($^{\circ}$),PROPERTY: FWHM of 200 peak ($^{\circ}$),PROPERTY: Max intensity of 110 peak (counts),PROPERTY: Max intensity of 111 peak (counts),PROPERTY: Max intensity of 200 peak (counts),PROPERTY: Area of 110 peak,PROPERTY: Position of 110 peak ($^{\circ}$),PROPERTY: Position of 111 peak ($^{\circ}$),PROPERTY: Position of 200 peak ($^{\circ}$),IDENTIFIER: X position (mm),IDENTIFIER: Y position (mm),PROPERTY: A_avg_X,PROPERTY: A_avg_at_radius,PROPERTY: A_avg_ion_radius,PROPERTY: A_avg_mass,PROPERTY: B_avg_X,PROPERTY: B_avg_at_radius,PROPERTY: B_avg_ion_radius,PROPERTY: B_avg_mass,PROPERTY: AB_site_ratio,PROPERTY: AB_X_ratio,PROPERTY: AB_at_radius_ratio,PROPERTY: AB_ion_radius_ratio,PROPERTY: AB_mass_ratio,IDENTIFIER: Date,PREPARATION STEP NAME,PREPARATION STEP DETAIL: Targets used,PREPARATION STEP DETAIL: Laser Energy (mJ),PREPARATION STEP DETAIL: Laser Voltage (kV),PREPARATION STEP DETAIL: Temperature ($^{\circ}$C),PREPARATION STEP DETAIL: Temperature Gradient,PREPARATION STEP DETAIL: Number of Cycles,PREPARATION STEP DETAIL: Laser Pulse Frequency (Hz),PREPARATION STEP DETAIL: Deposition Pressure (mTorr),PREPARATION STEP DETAIL: Substrate,PREPARATION STEP DETAIL: BZC19 Pulses/Cycle,PREPARATION STEP DETAIL: BZC91 Pulses/Cycle,PREPARATION STEP DETAIL: BZF19 Pulses/Cycle,PREPARATION STEP DETAIL: BZY82 Pulses/Cycle,PREPARATION STEP DETAIL: BZYCF1135 Pulses/Cycle,PREPARATION STEP DETAIL: BZYF631 Pulses/Cycle,PREPARATION STEP DETAIL: B12ZY82 Pulses/Cycle,PREPARATION STEP DETAIL: Average Target Pulses/Cycle,PREPARATION STEP DETAIL: BZC19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZC91 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZF19 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZY82 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYCF1135 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: BZYF631 Substrate Angle ($^{\circ}$),PREPARATION STEP DETAIL: B12ZY82 Substrate Angle ($^{\circ}$)
Ba0.96733Co0.00171Fe0.66948Y0.0Zr0.32881O3,01031,1,1,1,,0.17037,,,,,,,,,,,5.4000001,44.14201,0.8899959213476215,2.149990147075715,1.4899931716943327,137.326370663938,1.6656805000000001,1.449236,0.85482215,67.48324980345001,0.9673344330571755,0.5343137062285483,1.4835334942519474,1.743044645829934,2.034969730472544,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.95485Co0.00407Fe0.65778Y0.0Zr0.33815O3,01031,2,1,2,,0.17975,,,,,,,,,,,9.397999800000001,44.14201,0.8899954666775661,2.1499890487154687,1.4899924105051388,137.32630050834845,1.6611285,1.450519,0.8546935666666667,67.82097780365001,0.9548548636685107,0.5357776154449015,1.4822205353500844,1.7433059854611501,2.024835160972241,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.9576Co0.00194Fe0.64629Y0.0Zr0.35178O3,01031,3,1,3,,0.18701001,,,,,,,,,,,13.39599,44.14201,0.889999785089899,2.149999480835149,1.4899996402066846,137.3269668393714,1.6542253000000002,1.452684,0.8549835916666667,68.2971741683,0.9576002312336658,0.5380160641297765,1.4800186970016527,1.7427230823250608,2.010726922624442,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.9454Co0.00752Fe0.6338Y0.0Zr0.35867O3,01031,4,1,4,,0.18997,,,,,,,,,,,17.393998999999997,44.14201,0.8899998965650354,2.149999750129018,1.4899998268335986,137.32698403998495,1.6510227000000002,1.4534105,0.8545485666666667,68.5570507064,0.9454001098735134,0.5390597576671934,1.4792790819448585,1.7436104686777878,2.0031051894005274,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.93648Co0.00522Fe0.61918Y0.0Zr0.3756O3,01031,5,1,5,,0.19025999,,,,,,,,,,,21.393998999999997,44.14201,0.890000897228805,2.1500021674628433,1.4900015021021566,137.32713844240462,1.642461,1.456079,0.8548776499999999,69.1494727779,0.9364790559146244,0.541870338004254,1.4765697242133453,1.7429412291947939,1.9859462831117063,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.9277Co0.00471Fe0.60928Y0.0Zr0.38601O3,01031,6,1,6,4.137862200000001,0.18697999,0.58625698,,0.70219606,685.96887,,345.58914,2.257406,30.516003,,43.721740999999994,25.389999,44.14201,0.8899972000947879,2.149993236184038,1.4899953125182404,137.32656797462576,1.6372305000000003,1.4576660000000001,0.85499865,69.51619318845,0.9277029185171201,0.5435992061562424,1.4749560161134565,1.7426873276562955,1.9754615676717224,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.92126Co0.00779Fe0.59106Y0.0Zr0.40114O3,01031,7,1,7,4.1276302000000005,0.18133999,0.45682332,,0.63034725,2220.6895,,556.7915,6.086596,30.593497999999997,,43.801697,29.38802,44.14201,0.8899961347775764,2.1499906626649317,1.4899935290096504,137.32640359618003,1.6298012,1.4597674999999999,0.8548443666666667,70.06043064905,0.9212640010003087,0.5460764998685584,1.4728308875659526,1.7429997635939856,1.9601136094078824,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.91024Co0.00706Fe0.57887Y0.0Zr0.41406O3,01031,8,1,8,4.1179228,0.17264999,0.44763747,0.5508039,0.67381632,2907.0635,237.52461,319.53082,8.2915974,30.667386999999998,37.767815,43.885857,33.386009,44.14201,0.8900044262518725,2.1500106926309277,1.490007410241899,137.32768297066391,1.6233046999999998,1.4617419999999999,0.8550027083333334,70.51527294670001,0.9102354731107111,0.5482670174317075,1.4708551116619266,1.7426932052021071,1.9474884976261104,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.90855Co0.00988Fe0.56673Y0.0Zr0.4234O3,01031,9,1,9,4.118242700000001,0.16367,0.49810153,0.50258541,0.70714533,2588.5081,403.8479,251.01334,8.3348274,30.664948,37.765614,43.898178,37.384009999999996,44.14201,0.8899992525706536,2.149998194412253,1.489998748685701,137.32688467165184,1.6188123,1.4630299999999998,0.8548524583333333,70.85553841660001,0.9085507630084303,0.5497853287689088,1.469551680014937,1.7429893710438444,1.938124919243842,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
Ba0.89486Co0.01067Fe0.55794Y0.0Zr0.43139O3,01031,10,1,10,4.1192613,0.15125999999999998,0.51956886,0.49057704,,2312.6794,438.14832,,8.5715275,30.657179,37.767799,,41.381989000000004,44.14201,0.8899985382077945,2.1499964687042223,1.4899975527299032,137.3267744454627,1.6148384999999998,1.464175,0.8548373666666667,71.14009785065,0.8948614697769904,0.5511377999767745,1.4684012967741031,1.7430187434832964,1.930370896224568,23_Feb_2016,Pulsed Laser Deposition,BZC91/ BZF19,431.0,18.5,800,Y,300.0,10,50.0,SiO2,0,29,100,0,0,0,0,64.5,0,270,90,0,0,0,0
