Point	ASR
1	4.3793772e+09
2	9.0854779e+09
3	2.2939736e+10
4	1.5930721e+09
5	2.8669837e+09
6	9.5404308e+09
7	2.0011928e+09
8	1.6538973e+08
9	3.9807099e+09
10	2.6927197e+08
11	1.1652849e+08
12	4.0912928e+08
13	2.2050506e+08
14	2.2997067e+08
15	1.5728998e+08
16	1.501991e+08
17	2.45798e+08
18	6.253241e+08
19	4.1370672e+08
20	5.4302067e+08
21	5.1360912e+08
22	8.9575117e+08
23	1.3854318e+08
24	3.3124925e+08
25	3.2724749e+08
26	5.2969091e+08
27	5.0936326e+08
28	6.035591e+08
29	8.7039322e+08
30	1.9295645e+09
31	7.6656051e+08
32	6.3642643e+08
33	3.8126179e+08
34	2.3845053e+08
35	3.5374304e+08
36	4.5717674e+08
37	3.3263626e+08
38	1.0666477e+09
39	6.5001069e+08
40	4.7311779e+08
41	1.2604132e+09
42	1.5365478e+09
43	1.0692842e+08
44	2.0269225e+09
45	5.7764416e+08
46	6.8768115e+08
47	4.5798035e+08
48	2.3954624e+09
49	1.462036e+08
50	4.1794771e+08
51	5.8635578e+08
52	7.7066157e+08
53	1.8321972e+09
54	1.2377664e+09
55	1.5867228e+09
56	1.4864998e+09
57	6.5804966e+08
58	2.8515571e+09
59	8.1243117e+08
60	6.2281709e+08
61	1.0376769e+09
62	5.867705e+08
63	1.3763311e+09
64	1.1587126e+10
65	1.1611053e+09
66	1.8522221e+09
67	1.5619986e+09
68	1.6403718e+09
69	2.9204221e+09
70	9.3090432e+08
71	2.4431549e+09
72	4.6514986e+08
73	1.1109601e+09
74	7.2278436e+09
75	5.2817478e+08
76	1.6996819e+09
77	2.9860813e+09
78	1.7929055e+09
79	2.9160246e+09
80	4.7155692e+09
81	4.8277098e+08
82	3.3561889e+09
83	2.1584712e+10
84	1.9456495e+09
85	9.4151238e+08
86	6.6201504e+08
87	1.4718353e+09
88	2.0831302e+09
89	7.9613574e+08
90	6.8104107e+11
91	1.5440735e+09
92	1.0614636e+09
93	5.8881029e+09
94	2.3237681e+09
95	2.1274216e+08
96	1.3689441e+09
97	3.2389793e+09
98	1.6637706e+09
99	1.1410984e+09
100	6.9659923e+08
101	1.2472627e+09
102	1.5552673e+09
103	1.4522772e+09
104	1.1637308e+10
105	1.3497512e+09
106	1.549319e+11
107	6.6570291e+09
108	2.731927e+09
109	1.8259316e+09
110	1.2683309e+09
111	4.329111e+09
112	8.3650707e+08
113	2.2381591e+09
114	1.9930246e+09
115	1.7035827e+09
116	9.937305e+08
117	2.3702292e+09
118	1.2425268e+09
119	6.8759885e+08
120	1.0275984e+09
121	2.0940394e+08
122	9.0563346e+10
123	1.3794728e+09
124	3.2609705e+09
125	4.9279955e+08
126	5.4978275e+11
127	4508482.5
128	7.8586874e+08
129	1.0148435e+09
130	5.6013357e+08
131	2.0164296e+09
132	8.6261152e+08
