Point	ASR
1	2.9426619e+09
2	5.026544e+11
3	1.740751e+09
4	1.6058175e+09
5	2.653387e+09
6	1.138647e+09
7	9438823
8	1.3988573e+09
9	5.1811446e+08
10	2526068.8
11	1.6357128e+09
12	4.8846484e+09
13	2.0611972e+09
14	1.5038833e+09
15	7.4879264e+08
16	1.1790362e+09
17	1.3781985e+09
18	6.2710784e+08
19	4.7192525e+09
20	1.1048049e+09
21	7.7664911e+09
22	7.8695603e+08
23	1.465297e+10
24	3.5719291e+09
25	3.4940608e+09
26	1.9604074e+09
27	1.3325245e+09
28	2.5935209e+09
29	3.1004132e+09
30	2.2127601e+09
31	10101468
32	56592604
33	1.7380634e+09
34	5.3728102e+08
35	1.7738674e+09
36	1.5768501e+10
37	1.0409951e+09
38	1.0729525e+10
39	4.5034221e+08
40	1.2821772e+09
41	2.3220372e+09
42	1.9631796e+09
43	5.8469043e+09
44	4.3420323e+08
45	2.6180849e+09
46	1.2447168e+09
47	2.1601917e+09
48	1.7037062e+09
49	1.5444842e+09
50	7.3673753e+10
51	3.6981917e+08
52	7.9871469e+08
53	3.5036362e+08
54	3.5149174e+08
55	1.6556462e+08
56	1.4317998e+09
57	7.3924752e+11
58	1.7236926e+10
59	7.4378429e+09
60	4.129887e+09
61	1.246614e+09
62	3.2324234e+09
63	2.2020818e+09
64	2.4326116e+09
65	1.8339305e+09
66	8.2939232e+08
67	1.542725e+08
68	1.218695e+09
69	1.4830668e+09
70	1.5060367e+09
71	1.3618227e+09
72	1.5269497e+10
73	1.2879702e+09
74	2.5058214e+10
75	1.4531387e+09
76	5.7616761e+10
77	1.1146742e+09
78	1.1049403e+09
79	6.0127366e+08
80	2.500213e+09
81	2.4412982e+08
82	3.5885704e+09
83	1.507627e+09
84	2.2838147e+09
85	2.5337423e+11
86	2.5228805e+08
87	3632003.8
88	1.1690687e+11
89	6.6111524e+09
90	2.9832696e+09
91	9.6018944e+09
92	1.7902477e+09
93	2.1349212e+09
94	1.6292361e+11
95	6.3288806e+09
96	4.6816287e+09
97	1.4823075e+09
98	1.2964132e+09
99	3.610422e+09
100	3.4468516e+10
101	3.2814474e+09
102	2.0275137e+09
103	2.9358692e+09
104	2.2115349e+08
105	1.5967025e+09
106	1.549637e+09
107	2.3083873e+09
108	1.0911552e+09
109	7.4416634e+08
110	9.730327e+08
111	5.2719407e+10
112	2.1333799e+10
113	1.36922e+09
114	1.9945201e+09
115	2.725675e+09
116	1.6944182e+09
117	2131569.2
118	1.7357253e+09
119	3.2420429e+09
120	9.8017357e+08
121	3.3629432e+09
122	1.5383031e+09
123	
124	3.7438328e+11
125	1.5368714e+09
126	1.2934002e+10
127	1.033338e+09
128	3.7426045e+09
129	2.2459159e+09
130	1.0005678e+10
131	7.3948064e+08
132	6.6766042e+08
