Point	Rp
1	1.303236e+10
2	1.28148e+10
3	1.007386e+10
4	1.34999e+10
5	1.65077e+10
6	1.508303e+10
7	3.009e+10
8	6.1391102e+10
9	1.614767e+09
10	8.0717102e+09
11	1.15572e+10
12	1.224532e+10
13	1.0970001e+08
14	1.48379e+10
15	1.55976e+10
16	9.1887401e+09
17	1.65848e+10
18	1.225361e+10
19	2.4155001e+10
20	1.74453e+10
21	1.32807e+10
22	1.81625e+10
23	1.7863424e+10
24	2.74659e+10
25	1.65142e+10
26	1.433728e+10
27	1.625757e+10
28	1.70898e+10
29	9.7784105e+09
30	2.1316801e+10
31	1.27267e+10
32	1.36716e+10
33	1.53801e+10
34	1.53632e+10
35	1.0304319e+10
36	1.6185e+10
37	1.22657e+10
38	2.7879999e+10
39	1.9817599e+10
40	1.70073e+10
41	1.7341199e+09
42	1.9985539e+10
43	1.19438e+11
44	1.1535e+10
45	1.160018e+10
46	1.28829e+10
47	1.35675e+10
48	8.6210601e+09
49	1.38387e+10
50	2.7623801e+10
51	1.16408e+10
52	2.5419999e+10
53	2.6837e+10
54	1.76228e+10
55	1.9692132e+10
56	3.7796e+10
57	2.3483601e+10
58	1.168547e+10
59	2.9782886e+10
60	2.24489e+10
61	3.3110999e+10
62	1.28495e+10
63	1.057133e+10
64	9.9980001e+10
65	1.32218e+10
66	1.7295e+10
67	2.0414427e+10
68	1.44296e+10
69	1.35753e+10
70	1.60312e+10
71	1.247901e+10
72	1.297476e+10
73	1.327453e+10
74	2.3051e+10
75	2.13115e+10
76	1.143925e+10
77	7.9303398e+09
78	3.6945334e+10
79	4.3490001e+10
80	1.35098e+10
81	1.22947e+10
82	1.122074e+10
83	1.15761e+10
84	3.1445471e+09
85	1.413436e+12
86	1.60782e+10
87	6.0368602e+12
88	2.6294051e+10
89	1.213684e+10
90	2.1449e+09
91	3.17341e+10
92	1.63919e+10
93	1.078426e+10
94	4.7442145e+10
95	1.58458e+10
96	1.4394e+10
97	1.938773e+10
98	2.2100001e+10
99	1.205193e+10
100	9.9820998e+08
101	4.2318e+10
102	9.54125e+09
103	1.80153e+10
104	1.556251e+10
105	1.302766e+10
106	1.71756e+10
107	1.368792e+10
108	1.67512e+10
109	3.3471168e+08
110	1.53636e+10
111	1.563002e+10
112	1.48235e+10
113	1.47288e+10
114	1.29693e+10
115	2.4046e+10
116	1.55252e+10
117	1.221243e+10
118	1.32907e+10
119	1.254442e+10
120	1.540115e+10
121	1.246221e+10
122	1.4017e+10
123	2.4408001e+10
124	1.372917e+10
125	1.04861e+10
126	1.3045e+10
127	1.56456e+10
128	1.17658e+10
129	1.34331e+10
130	1.23207e+10
131	6.1483e+10
132	2.7079999e+10
