Point	Rp
1	1.051383e+10
2	1.60229e+10
3	6.2145602e+10
4	2.76359e+10
5	1.7734101e+10
6	1.40192e+10
7	8.5216e+08
8	1.56651e+10
9	1.69497e+10
10	1.54034e+10
11	1.74587e+10
12	4.0601088e+10
13	2.5814999e+10
14	1.53771e+10
15	1.381687e+10
16	1.5703e+10
17	1.222436e+10
18	1.50595e+10
19	1.044354e+10
20	2.44237e+10
21	2.1783099e+10
22	1.009578e+10
23	1.71411e+10
24	1.10326e+10
25	2.44928e+09
26	1.54778e+10
27	2.2442381e+09
28	1.21449e+10
29	3.1033999e+10
30	1.56379e+10
31	1.189636e+10
32	1.30395e+10
33	1.7180899e+10
34	1.329418e+10
35	1.078821e+10
36	1.039526e+10
37	7.0155402e+09
38	1.067337e+10
39	1.585063e+10
40	3.3782249e+09
41	1.27445e+10
42	1.42409e+10
43	1.28113e+10
44	1.88014e+10
45	2.3263001e+10
46	2.8669999e+10
47	2.2687701e+10
48	1.32051e+10
49	1.13676e+10
50	1.63718e+10
51	1.21739e+10
52	1.53887e+10
53	1.117734e+10
54	2.1543629e+10
55	1.00917e+10
56	1.40262e+10
57	1.29351e+10
58	2.44905e+10
59	2.2912999e+10
60	1.41418e+10
61	5.78272e+09
62	5.8616402e+09
63	1.345476e+10
64	1.467286e+09
65	1.50961e+10
66	1.5463999e+10
67	1.9116491e+10
68	2.2321801e+11
69	2.0618e+10
70	1.181732e+10
71	2.3064001e+10
72	1.54452e+10
73	9.3505004e+10
74	2.3104e+10
75	9.3625395e+09
76	1.86968e+10
77	1.05995e+10
78	3.6523789e+09
79	1.091851e+10
80	1.676955e+10
81	1.204108e+10
82	1.04398e+10
83	1.66111e+10
84	1.46277e+10
85	2.4251501e+10
86	1.08105e+10
87	1.074729e+10
88	1.03501e+10
89	1.240796e+10
90	62598968
91	1.05018e+10
92	1.375791e+10
93	4.83106e+09
94	2.7786e+12
95	1.140264e+10
96	4.7151002e+10
97	1.136313e+10
98	7.641303e+09
99	1.29059e+10
100	1.5295e+10
101	4.3355899e+09
102	2.9847219e+09
103	1.184177e+10
104	6.3652999e+10
105	6.79375e+09
106	1.42424e+10
107	3.7516001e+10
108	1.52508e+10
109	1.267864e+10
110	1.11128e+10
111	9.0170153e+09
112	2.0340199e+10
113	1.66911e+10
114	1.036022e+10
115	1.55321e+10
116	2.9151252e+10
117	1.447936e+10
118	1.310139e+10
119	1.7227e+10
120	1.665e+10
121	2.7960234e+10
122	1.026517e+10
123	6.5560773e+11
124	1.7300199e+10
125	6.7472502e+09
126	1.383874e+10
127	9.0881403e+09
128	1.156542e+10
129	1.68534e+10
130	1.378508e+10
131	2.4987001e+10
132	9.6312801e+09
