Point	Rp
1	1.07851e+10
2	1.22877e+10
3	1.6061e+10
4	1.351393e+10
5	2.1969e+10
6	1.1992986e+09
7	2.0931478e+10
8	9.7597798e+09
9	1.05809e+10
10	1.73428e+10
11	1.99983e+10
12	1.51957e+10
13	1.26972e+10
14	1.163409e+12
15	9.4020198e+09
16	1.817057e+09
17	1.333538e+10
18	1.62293e+10
19	2.05795e+09
20	1.31777e+10
21	1.24645e+10
22	9.5523697e+09
23	1.42887e+10
24	9.3429299e+09
25	1.38901e+10
26	2.2635801e+10
27	1.098713e+10
28	1.24029e+10
29	3.6872999e+10
30	1.2974399e+10
31	1.021774e+10
32	1.0422e+10
33	1.520852e+09
34	1.012308e+10
35	1.35842e+11
36	1.46861e+10
37	1.7019471e+10
38	3.9612187e+10
39	1.324247e+10
40	1.23228e+10
41	1.34822e+10
42	8.75601e+09
43	1.405876e+10
44	1.25829e+10
45	1.23819e+10
46	1.89096e+10
47	1.60973e+10
48	1.31304e+10
49	7.7208699e+09
50	1.085862e+10
51	2.3967001e+10
52	8.5382001e+09
53	1.254361e+10
54	3.0759999e+10
55	1.2316e+10
56	2.7435389e+09
57	1.25893e+10
58	1.33208e+10
59	1.68387e+10
60	1.9673999e+10
61	1.7674899e+10
62	1.06322e+10
63	2.6292001e+10
64	1.24511e+10
65	1.7194899e+10
66	1.40866e+10
67	9.7423903e+09
68	1.33696e+10
69	3.5644301e+09
70	1.43925e+10
71	1.135254e+10
72	1.54682e+10
73	1.251417e+10
74	1.53748e+10
75	1.33715e+10
76	1.48566e+10
77	1.176071e+10
78	1.39043e+10
79	1.241592e+10
80	1.2945601e+10
81	2.0171301e+10
82	1.66169e+10
83	1.6222189e+10
84	2.0215599e+10
85	1.34398e+10
86	1.44014e+10
87	1.15753e+10
88	1.389983e+10
89	1.7201601e+10
90	2.3142011e+10
91	2.273995e+09
92	1.5611509e+10
93	1.060898e+10
94	1.31587e+10
95	8.45952e+09
96	1.60137e+10
97	1.47975e+10
98	1.28801e+10
99	1.03711e+10
100	1.5732799e+10
101	1.9348001e+10
102	1.60605e+10
103	1.37919e+10
104	1.249912e+10
105	1.468389e+10
106	1.45228e+10
107	1.41317e+10
108	1.54577e+10
109	1.37074e+10
110	1.24687e+10
111	1.68499e+10
112	8.79586e+09
113	9.1568599e+09
114	2.6032099e+10
115	1.00991e+10
116	1.49334e+10
117	1.1655999e+10
118	1.53119e+10
119	1.7462045e+10
120	1.4982048e+13
121	2.1851501e+10
122	1.3245929e+10
123	2.005e+10
124	1.596789e+10
125	6.9240103e+10
126	1.26491e+10
127	7.9130701e+09
128	1.5964e+10
129	1.64663e+10
130	1.49214e+10
131	2.1550108e+09
132	1.29284e+10
