Point	ASR
1	9.3970588e+10
2	1.3763626e+09
3	1.0442645e+08
4	1.1283429e+08
5	2.1645165e+10
6	1830924.9
7	2.5486482e+09
8	2.0428302e+09
9	2.143718e+09
10	1.2245364e+09
11	1.0783684e+10
12	1.5270487e+09
13	1.8553382e+09
14	1.7619868e+09
15	1.6955601e+09
16	1.6132945e+09
17	2.0005027e+09
18	1.1888229e+09
19	8.573524e+09
20	1.0168202e+09
21	2.3796972e+09
22	1.030777e+09
23	2.31446e+11
24	2094843.6
25	76530392
26	2.9250678e+09
27	5.2954639e+09
28	1.3151261e+09
29	50108360
30	2.0774807e+09
31	2.4410783e+09
32	2.3065684e+09
33	9.6376032e+08
34	7.1284563e+08
35	2.7390236e+09
36	70604096
37	1.6653576e+13
38	1.9603615e+12
39	2.2692239e+09
40	6.5263744e+09
41	1.3166372e+09
42	1.0226485e+09
43	5.0507027e+08
44	6.524297e+08
45	3.955023e+08
46	1.7020224e+09
47	2.85197e+09
48	1.003198e+09
49	1.2846561e+10
50	1.2182939e+09
51	2.3211953e+09
52	1.0132319e+09
53	4.7754368e+08
54	9.9633958e+08
55	1.1676778e+09
56	3.0942807e+09
57	1.266697e+09
58	2.6747873e+09
59	1.1955069e+09
60	8.0202688e+08
61	2.4777971e+09
62	7.2322854e+08
63	1.469174e+09
64	5.3947981e+08
65	2.2449958e+09
66	1.3960918e+09
67	5.9464958e+10
68	2.6226496e+09
69	5.2411648e+09
70	73533312
71	67541040
72	1.099488e+09
73	1.3392881e+09
74	6.5302313e+09
75	1.8928079e+09
76	3.3417815e+09
77	3.5340093e+08
78	3027091.5
79	1.5567614e+08
80	1.227029e+09
81	6.965527e+09
82	1.5232785e+09
83	2.3330832e+10
84	1.5515835e+09
85	1.7130565e+09
86	2.8107743e+09
87	5.5407942e+08
88	5.7825741e+09
89	2.5006113e+09
90	4.6212796e+10
91	1.0742737e+09
92	4.0500322e+10
93	1.8910738e+09
94	1.2739537e+09
95	6.1879967e+09
96	2.8679699e+08
97	2.0787807e+09
98	3.8690079e+09
99	1.3299488e+09
100	3.9526291e+08
101	1.5506861e+10
102	1.9405916e+09
103	4.0573971e+08
104	3.4189089e+09
105	5.9655968e+08
106	2.8775424e+09
107	3.4006098e+09
108	1.5112132e+09
109	1.3560406e+09
110	2.4281172e+09
111	6.1218592e+08
112	3.4870536e+09
113	4.7311749e+09
114	4.349057e+08
115	77891816
116	8.2790637e+08
117	3.5121354e+09
118	1.8005756e+09
119	2.6010134e+08
120	1.0229504e+10
121	1.6078358e+10
122	2.4616369e+09
123	8.389943e+08
124	2.2347072e+09
125	9.1809357e+08
126	23064612
127	1.4586358e+09
128	2.82467e+09
129	1.5932895e+09
130	1.1969769e+09
131	9.4026291e+09
132	4.3683912e+09
