Point	Rp
1	8.1130004e+10
2	3.6586611e+10
3	6.7210498e+10
4	8.5900001e+10
5	3.3377151e+10
6	1.0073857e+11
7	4.6838731e+10
8	1.3460001e+11
9	1.061e+11
10	2.0429e+11
11	4.9271828e+10
12	1.68396e+11
13	1.894456e+12
14	3.217001e+11
15	8.2566996e+10
16	4.2543553e+11
17	4.7791345e+11
18	8.6081348e+10
19	5.2619899e+10
20	3.1889093e+11
21	3.5089999e+11
22	1.191838e+11
23	2.125e+11
24	1.7598592e+11
25	1.2565e+11
26	4.8569542e+11
27	1.2693079e+11
28	1.1724e+12
29	1.3640053e+11
30	5.72182e+10
31	1.283736e+10
32	2.291116e+09
33	1.4869227e+11
34	4.2853974e+11
35	4.0374878e+10
36	3.2229999e+11
37	2.328706e+10
38	1.3697138e+11
39	1.5734673e+11
40	4.48392e+11
41	2.2357139e+10
42	7.5420852e+10
43	7.20954e+10
44	3.5572761e+11
45	7.0599999e+11
46	9.1863802e+10
47	2.0540875e+11
48	8.938614e+10
49	3.4940381e+11
50	1.3187001e+12
51	9.6296952e+10
52	2.0315999e+11
53	8.3981902e+10
54	6.9669998e+11
55	2.549008e+11
56	1.0395e+11
57	1.563e+11
58	1.3755685e+11
59	1.48934e+11
60	1.401284e+11
61	1.071316e+11
62	2.08927e+11
63	1.1482349e+10
64	1.838e+11
65	1.366199e+10
66	2.8139998e+11
67	87023536
68	6.4745898e+10
69	6.104e+08
70	1.0940215e+11
71	3.1008729e+10
72	3.5004641e+10
73	2.2060204e+09
74	7.9680602e+10
75	1.456651e+11
76	5.7901403e+11
77	1.7790347e+11
78	7.858729e+10
79	8.12097e+12
80	1.5850106e+11
81	1.6992105e+10
82	3.96609e+10
83	1.0805563e+10
84	4.1960001e+11
85	1.2320605e+11
86	4.304751e+10
87	3.332465e+10
88	1.944033e+11
89	2.628669e+10
90	1.1974692e+11
91	1.4384e+11
92	7.47443e+11
93	1.017608e+11
94	8.9045803e+10
95	3.4417693e+10
96	1.528e+11
97	7.7843897e+11
98	4.3907138e+11
99	1.366e+11
100	8.919226e+10
101	8.5200798e+10
102	7.2830714e+10
103	1.706174e+10
104	2.1030001e+11
105	3.005823e+10
106	4.4699999e+11
107	3.924421e+10
108	1.046e+11
109	1.3020003e+11
110	1.841055e+11
111	2.484279e+09
112	3.2030022e+11
113	3.310397e+10
114	3.5807408e+10
115	1.1248139e+11
116	1.0167405e+10
117	1.09137e+10
118	5.411833e+10
119	1.131013e+11
120	1.7264322e+11
121	1.5910284e+11
122	6.7498511e+09
123	9.6208691e+10
124	4.2886992e+10
125	2.37884e+08
126	4.1428308e+10
127	2.6723441e+10
128	2.7548299e+10
129	1.575473e+11
130	2.3460114e+09
131	4.179e+11
132	7.1946863e+10
