Point	ASR
1	4.0942333e+08
2	4.0258848e+08
3	3.1647939e+08
4	4.2411152e+08
5	5.1860426e+08
6	4.7384698e+08
7	9.4530445e+08
8	1.9286566e+09
9	50729360
10	2.5358003e+08
11	3.6307984e+08
12	3.8469776e+08
13	3446324.5
14	4.6614598e+08
15	4.9001264e+08
16	2.8867254e+08
17	5.2102643e+08
18	3.8495818e+08
19	7.5885107e+08
20	5.4805978e+08
21	4.1722515e+08
22	5.705913e+08
23	5.6119552e+08
24	8.6286598e+08
25	5.1880845e+08
26	4.5041856e+08
27	5.1074621e+08
28	5.3689146e+08
29	3.0719754e+08
30	6.6968646e+08
31	3.9982074e+08
32	4.2950563e+08
33	4.8317968e+08
34	4.8264877e+08
35	3.2371949e+08
36	5.0846634e+08
37	3.8533802e+08
38	8.7587526e+08
39	6.2258771e+08
40	5.3429965e+08
41	54478940
42	6.2786374e+08
43	3.7522522e+09
44	3.623824e+08
45	3.6443008e+08
46	4.047279e+08
47	4.2623523e+08
48	2.7083837e+08
49	4.347552e+08
50	8.6782656e+08
51	3.6570621e+08
52	7.9859219e+08
53	8.4310848e+08
54	5.536361e+08
55	6.1864608e+08
56	1.1873953e+09
57	7.377584e+08
58	3.6710957e+08
59	9.3565619e+08
60	7.0525242e+08
61	1.0402118e+09
62	4.0367859e+08
63	3.3210784e+08
64	3.1409618e+09
65	4.1537475e+08
66	5.4333798e+08
67	6.413376e+08
68	4.5331888e+08
69	4.2648026e+08
70	5.0363459e+08
71	3.9203933e+08
72	4.0761376e+08
73	4.170313e+08
74	7.2416794e+08
75	6.6951994e+08
76	3.5937434e+08
77	2.4913877e+08
78	1.160671e+09
79	1.3662775e+09
80	4.2442253e+08
81	3.8624906e+08
82	3.5250963e+08
83	3.636736e+08
84	98788776
85	4.4404363e+10
86	5.0511114e+08
87	1.8965339e+11
88	8.2605126e+08
89	3.8128976e+08
90	67383960
91	9.9695533e+08
92	5.149663e+08
93	3.3879725e+08
94	1.4904376e+09
95	4.9781008e+08
96	4.5220048e+08
97	6.0908301e+08
98	6.9429139e+08
99	3.7862224e+08
100	31359666
101	1.329458e+09
102	2.9974694e+08
103	5.6596685e+08
104	4.8891027e+08
105	4.0927565e+08
106	5.3958694e+08
107	4.3001834e+08
108	5.2625402e+08
109	10515268
110	4.8266131e+08
111	4.9103114e+08
112	4.656936e+08
113	4.627185e+08
114	4.0744224e+08
115	7.5542675e+08
116	4.8773814e+08
117	3.8366448e+08
118	4.175393e+08
119	3.9409424e+08
120	4.8384099e+08
121	3.9151155e+08
122	4.4035667e+08
123	7.667993e+08
124	4.3131424e+08
125	3.2943027e+08
126	4.0982042e+08
127	4.9152061e+08
128	3.6963318e+08
129	4.2201293e+08
130	3.8706589e+08
131	1.9315438e+09
132	8.5074259e+08
