Point	Rp
1	5.2590002e+10
2	7.7590004e+10
3	4.5923631e+10
4	1.07343e+11
5	5.5226401e+10
6	2.9593739e+10
7	2.235042e+11
8	3.2501999e+11
9	4.6179791e+10
10	3.4421401e+13
11	1.238005e+11
12	9.9282403e+10
13	1.1330531e+11
14	3.144977e+10
15	6.3970004e+11
16	2.5121186e+11
17	9.0642096e+10
18	1.9610811e+11
19	7.2425497e+10
20	7.8740021e+10
21	6.7109598e+11
22	1.54649e+10
23	7.6900049e+10
24	1.5280754e+11
25	4.6566588e+10
26	7.1265116e+09
27	6.4288502e+10
28	3.338076e+10
29	1.250035e+11
30	1.0330003e+11
31	9.3340362e+11
32	2.1170004e+11
33	7.6000068e+10
34	6.4346318e+11
35	2.172098e+11
36	5.1586101e+10
37	8.9799098e+10
38	2.572965e+11
39	6.7823038e+10
40	1.324878e+11
41	1.2556506e+11
42	1.152e+11
43	4.7113261e+10
44	1.81515e+09
45	8.6870098e+10
46	1.1920004e+13
47	1.1339999e+12
48	6.800391e+10
49	2.5335153e+10
50	4.8186429e+11
51	5.9682161e+10
52	4.2725949e+10
53	4.1450508e+10
54	4.9641701e+10
55	4.1888592e+10
56	2.9880861e+10
57	4.6768701e+11
58	9.9170304e+10
59	1.5338701e+11
60	6.4805708e+10
61	1.5132661e+11
62	1.0965537e+11
63	5.107884e+10
64	4.132032e+11
65	5.3587341e+10
66	7.2979399e+10
67	2.0301803e+11
68	6.13057e+10
69	4.9634001e+10
70	7.8413578e+10
71	2.243293e+11
72	1.2078342e+10
73	3.8481242e+11
74	6.6957391e+11
75	6.4287068e+10
76	1.1276315e+10
77	4.9812341e+10
78	1.697443e+10
79	2.8570162e+12
80	1.7402e+11
81	3.8460001e+11
82	7.9992766e+10
83	2.0726949e+11
84	1.253e+12
85	2.414065e+10
86	1.031124e+11
87	7.7936206e+10
88	1.9957051e+11
89	7.063398e+10
90	1.9071205e+11
91	1.112485e+11
92	1.8338e+11
93	6.0462801e+10
94	7.9310414e+10
95	6.4710013e+10
96	4.1413579e+10
97	2.514e+12
98	1.5929999e+11
99	4.3090002e+10
100	8.7480279e+10
101	2.4820005e+11
102	1.0395318e+10
103	1.2786009e+11
104	6.7348009e+09
105	3.5173298e+10
106	3.5923317e+10
107	6.5080779e+10
108	6.7094482e+09
109	4.4260013e+11
110	1.1213103e+11
111	3.265142e+10
112	1.7717581e+11
113	1.0582405e+11
114	9.7590059e+10
115	7.4111402e+10
116	7.1620461e+11
117	2.2160536e+11
118	5.3801898e+10
119	9.5369814e+10
120	5.2604678e+10
121	2.3802599e+10
122	1.602485e+11
123	2.2567e+10
124	5.2458799e+10
125	3.9245398e+10
126	6.2975029e+10
127	2.1695799e+10
128	2.500021e+10
129	2.283724e+10
130	3.9718019e+10
131	1.7230799e+09
132	5.4217998e+10
