Point	ASR
1	2.5487721e+09
2	1.1494013e+09
3	2.1114784e+09
4	2.6986258e+09
5	1.0485732e+09
6	3.1647928e+09
7	1.4714808e+09
8	4.2285804e+09
9	3.333227e+09
10	6.4179543e+09
11	1.5479188e+09
12	5.2903117e+09
13	5.9516039e+10
14	1.0106498e+10
15	2.5939167e+09
16	1.3365441e+10
17	1.5014081e+10
18	2.7043231e+09
19	1.6531016e+09
20	1.0018246e+10
21	1.1023839e+10
22	3.7442662e+09
23	6.6758789e+09
24	5.5287562e+09
25	3.9474079e+09
26	1.5258559e+10
27	3.9876449e+09
28	3.6832002e+10
29	4.2851453e+09
30	1.7975612e+09
31	4.0329722e+08
32	71977472
33	4.6713016e+09
34	1.3462961e+10
35	1.2684132e+09
36	1.0125345e+10
37	7.3158394e+08
38	4.3030794e+09
39	4.943189e+09
40	1.4086639e+10
41	7.0236966e+08
42	2.3694139e+09
43	2.2649418e+09
44	1.1175503e+10
45	2.2179625e+10
46	2.885984e+09
47	6.4531011e+09
48	2.8081459e+09
49	1.0976835e+10
50	4.1428148e+10
51	3.0252554e+09
52	6.3824543e+09
53	2.638367e+09
54	2.1887457e+10
55	8.007938e+09
56	3.2656827e+09
57	4.9103053e+09
58	4.321472e+09
59	4.6788956e+09
60	4.40226e+09
61	3.3656356e+09
62	6.5636296e+09
63	3.6072832e+08
64	5.7742423e+09
65	4.2920371e+08
66	8.8404347e+09
67	2733922.8
68	2.0340507e+09
69	19176266
70	3.4369672e+09
71	9.7416717e+08
72	1.0997023e+09
73	69304112
74	2.5032379e+09
75	4.5762002e+09
76	1.8190246e+10
77	5.5889976e+09
78	2.4688904e+09
79	2.5512758e+11
80	4.9794534e+09
81	5.3382227e+08
82	1.2459828e+09
83	3.394665e+08
84	1.3182112e+10
85	3.8706289e+09
86	1.3523763e+09
87	1.0469238e+09
88	6.1073546e+09
89	8.2582003e+08
90	3.7619574e+09
91	4.5188628e+09
92	2.3481594e+10
93	3.196907e+09
94	2.7974538e+09
95	1.0812628e+09
96	4.8003497e+09
97	2.4455361e+10
98	1.3793823e+10
99	4.291412e+09
100	2.8020552e+09
101	2.6766597e+09
102	2.2880425e+09
103	5.3600992e+08
104	6.606764e+09
105	9.4430637e+08
106	1.4042908e+10
107	1.2328922e+09
108	3.286103e+09
109	4.0903508e+09
110	5.7838397e+09
111	78045864
112	1.0062519e+10
113	1.039991e+09
114	1.124922e+09
115	3.5337042e+09
116	3.1941818e+08
117	3.4286371e+08
118	1.700176e+09
119	3.5531791e+09
120	5.423742e+09
121	4.998359e+09
122	2.1205264e+08
123	3.0224827e+09
124	1.3473334e+09
125	7473340
126	1.3015076e+09
127	8.3954093e+08
128	8.6545466e+08
129	4.9494902e+09
130	73702064
131	1.3128705e+10
132	2.2602755e+09
