Point	Rp
1	2.9911792e+12
2	4.3811021e+10
3	3.324e+09
4	3.5916301e+09
5	6.8898757e+11
6	58280200
7	8.1126056e+10
8	6.502536e+10
9	6.8236718e+10
10	3.8978241e+10
11	3.4325561e+11
12	4.8607511e+10
13	5.9057299e+10
14	5.6085832e+10
15	5.3971399e+10
16	5.1352801e+10
17	6.367803e+10
18	3.7841441e+10
19	2.7290398e+11
20	3.236642e+10
21	7.574818e+10
22	3.281068e+10
23	7.3671613e+12
24	66681000
25	2.4360399e+09
26	9.310788e+10
27	1.6856e+11
28	4.18618e+10
29	1.5950001e+09
30	6.6128318e+10
31	7.7701997e+10
32	7.3420423e+10
33	3.0677469e+10
34	2.2690601e+10
35	8.71859e+10
36	2.2473999e+09
37	5.3010027e+14
38	6.2400296e+13
39	7.2231698e+10
40	2.0774112e+11
41	4.1909899e+10
42	3.255194e+10
43	1.60769e+10
44	2.07675e+10
45	1.258924e+10
46	5.41771e+10
47	9.0781098e+10
48	3.1932809e+10
49	4.0891911e+11
50	3.8779531e+10
51	7.3885999e+10
52	3.2252201e+10
53	1.52007e+10
54	3.1714501e+10
55	3.7168374e+10
56	9.8494104e+10
57	4.032025e+10
58	8.5141201e+10
59	3.8054199e+10
60	2.552933e+10
61	7.8870798e+10
62	2.3021099e+10
63	4.6765302e+10
64	1.717219e+10
65	7.1460504e+10
66	4.443902e+10
67	1.89283e+12
68	8.34816e+10
69	1.668316e+11
70	2.34064e+09
71	2.1499e+09
72	3.4997821e+10
73	4.2630902e+10
74	2.0786391e+11
75	6.0250001e+10
76	1.063723e+11
77	1.124911e+10
78	96355400
79	4.95533e+09
80	3.905758e+10
81	2.2171981e+11
82	4.8487502e+10
83	7.4264412e+11
84	4.9388478e+10
85	5.4528332e+10
86	8.9469796e+10
87	1.7636911e+10
88	1.840652e+11
89	7.9597003e+10
90	1.4710002e+12
91	3.419522e+10
92	1.2891664e+12
93	6.01948e+10
94	4.055124e+10
95	1.9697022e+11
96	9.1290399e+09
97	6.61697e+10
98	1.2315445e+11
99	4.2333618e+10
100	1.258162e+10
101	4.9359916e+11
102	6.1771002e+10
103	1.2915107e+10
104	1.0882734e+11
105	1.8989099e+10
106	9.1595096e+10
107	1.0824486e+11
108	4.8103449e+10
109	4.3164152e+10
110	7.7289439e+10
111	1.9486501e+10
112	1.1099646e+11
113	1.5059811e+11
114	1.384349e+10
115	2.4793756e+09
116	2.6353101e+10
117	1.1179484e+11
118	5.7314148e+10
119	8.2792899e+09
120	3.2561548e+11
121	5.1179045e+11
122	7.8356398e+10
123	2.6706041e+10
124	7.1133004e+10
125	2.922385e+10
126	7.3416998e+08
127	4.642986e+10
128	8.9912107e+10
129	5.0716021e+10
130	3.8100992e+10
131	2.9929521e+11
132	1.3905034e+11
