Point	ASR
1	76093080
2	1.1671321e+08
3	83346384
4	1.4335075e+08
5	1.0181108e+08
6	1.1843198e+08
7	1.2627935e+08
8	86394664
9	83447224
10	61854136
11	1.7607042e+08
12	91681024
13	1.2698495e+08
14	1.2408338e+08
15	85317416
16	93742848
17	93421464
18	87806496
19	84719256
20	98382032
21	52091016
22	44692260
23	81075016
24	1.814017e+08
25	1.4583261e+08
26	1.1404914e+08
27	1.0208597e+08
28	88146736
29	63890200
30	97571504
31	97017008
32	98356896
33	30184396
34	1.1159242e+08
35	2.092079e+08
36	1.7595102e+08
37	66145548
38	73720552
39	53108580
40	36640680
41	86113808
42	86007312
43	67704088
44	66315824
45	1.1794786e+08
46	1.9333187e+08
47	2.0434472e+08
48	1.004492e+08
49	1.5368344e+08
50	69216456
51	76152144
52	42375652
53	34576340
54	1.0163358e+08
55	29879034
56	1.2506984e+08
57	1.4222512e+08
58	87474.43
59	5.675072e+09
60	22701790
61	56117908
62	28183204
63	54132736
64	18993532
65	1.5546385e+09
66	3.5353494e+10
67	1.567088e+08
68	3.2076958e+10
69	1.89152e+08
70	19635618
71	1.5969997e+09
72	32925748
73	26071428
74	11843843
75	32967846
76	1.121535e+08
77	56113196
78	1.6242334e+08
79	3.3185872e+08
80	2.8254205e+08
81	1.3711909e+09
82	18381128
83	90440096
84	20641818
85	2.0652467e+09
86	3.0786733e+08
87	75068296
88	87354112
89	1.6970587e+08
90	5.2373225e+11
91	2.24968e+08
92	206144.86
93	1.344412e+08
94	2.9928672e+08
95	1.3533656e+08
96	2.5401326e+09
97	8764408
98	5.0049392e+08
99	1.1370671e+08
100	1.0872729e+08
101	1.2872728e+08
102	7.1210893e+08
103	4.1841139e+08
104	3.9766874e+08
105	16862392
106	2.5400988e+11
107	1.8471638e+08
108	1.119983e+08
109	1.0899841e+08
110	2.4648223e+09
111	9.0572038e+08
112	119883.14
113	9.0258822e+08
114	1.0124936e+09
115	8865817
116	2.1298661e+09
117	2.7591171e+08
118	3.7736003e+08
119	2.0802761e+09
120	49214580
121	7276551
122	2.4442827e+08
123	5.1637686e+08
124	3.8308864e+08
125	6.143065e+08
126	35217796
127	3057753.5
128	3.8166234e+08
129	1.1049035e+10
130	5.4272224e+08
131	2.578636e+08
132	4.0572691e+08
