Point	ASR
1	46464116
2	63303040
3	51748272
4	37603888
5	36591040
6	33874508
7	28853620
8	21551936
9	23333218
10	478172.12
11	33859428
12	42367168
13	49170596
14	52601212
15	51905348
16	51939908
17	44362392
18	38665748
19	41992692
20	42390416
21	21365954
22	9085698
23	45697568
24	1.1638334e+08
25	65551788
26	33052982
27	30513322
28	26423914
29	12192197
30	20604746
31	47676768
32	86703488
33	10499822
34	53893976
35	1.2955917e+08
36	52948356
37	34576340
38	16604246
39	15057739
40	17050980
41	19226844
42	17849258
43	60818040
44	34343860
45	52543092
46	1.1530578e+08
47	53401688
48	21187826
49	22075952
50	15368658
51	20665064
52	12785957
53	17073286
54	52980404
55	26161904
56	53976600
57	98957888
58	49604448
59	66922152
60	18622718
61	20597834
62	9389584
63	25414206
64	38173460
65	1.3344658e+08
66	1.5403224e+08
67	72339824
68	1.6060467e+08
69	91137528
70	50895588
71	28475372
72	15869742
73	40416556
74	12698935
75	10479716
76	1.2659666e+08
77	10011619
78	64528888
79	3.3907181e+08
80	66557724
81	55307376
82	21305320
83	18057860
84	31252550
85	9692119
86	14971000
87	57789548
88	45402260
89	77050640
90	165394.97
91	3.0781613e+08
92	1.209575e+08
93	28997504
94	2.080895e+08
95	21854784
96	12932041
97	1.5794344e+08
98	5.3274768e+08
99	1.519276e+08
100	3.8348352e+08
101	2.3785104e+08
102	2.6263067e+08
103	3.6693773e+08
104	1.5463072e+08
105	5.8017316e+09
106	77989968
107	1.1869508e+08
108	4.6882141e+08
109	3.5406032e+08
110	29425594
111	1.1667866e+08
112	1.8902005e+08
113	2.0081766e+08
114	2.2437645e+08
115	1.6953434e+08
116	2.069271e+08
117	2.2576314e+08
118	2.4195992e+08
119	9.7354669e+08
120	2.2057731e+08
121	2.268825e+08
122	2.5899456e+08
123	2.2684478e+08
124	1.2921674e+08
125	3.4692893e+08
126	3.7309523e+08
127	4.1676646e+08
128	68057520
129	1.3626646e+08
130	7.222327e+08
131	1.3964368e+08
132	1.1763998e+08
