Point	ASR
1	11460834
2	10681720
3	8158081
4	8811846
5	6621215
6	8259240
7	5925667
8	4427128.5
9	5966822
10	8456846
11	8266780
12	10769056
13	9228735
14	9484774
15	4076527.2
16	4090664.2
17	3551253.2
18	4161664.2
19	3995474.2
20	3556908.2
21	3608744.5
22	2146648.5
23	7738364.5
24	12546254
25	8259240
26	4928212
27	2259431.5
28	1985799
29	1620432.1
30	1703998.4
31	1819294.8
32	2384466.8
33	887373.5
34	7910838
35	11171180
36	6113534
37	1707988.2
38	759950.62
39	812666.5
40	777392.44
41	840846.56
42	1006565.4
43	994313.25
44	502905.72
45	6835785.5
46	9400580
47	3848447.8
48	1774307.2
49	854732.38
50	766862.12
51	804441.81
52	659011.31
53	5572552.5
54	1048065.8
55	677106.88
56	5443433
57	9462469
58	2683546.2
59	1239137.4
60	1008795.9
61	1210454.6
62	600797.69
63	787659.44
64	1190348.5
65	569072.31
66	666299.81
67	5188336
68	5827649.5
69	2510758.8
70	1595299.4
71	1227167.9
72	699035.19
73	1127328.1
74	350664.28
75	405767.75
76	2438188
77	534824.31
78	3778673
79	4457288
80	2373157
81	1571863.1
82	2188117.5
83	929910.62
84	898808.88
85	547736.19
86	414118.12
87	867424.44
88	3253430.5
89	4381261.5
90	4442836.5
91	2852563.8
92	2214821
93	719113.5
94	1812069.1
95	632213.56
96	615594.56
97	451289.41
98	2105493.5
99	27353824
100	3335426
101	3830540.8
102	3827085
103	1793290.6
104	2018471.6
105	2073135.2
106	1505764.1
107	983569
108	629386.12
109	2622913.5
110	28976142
111	4631960.5
112	2131945.8
113	2296816.5
114	3787815
115	3417107.5
116	2048002.5
117	2420595
118	1026777.4
119	1351794.8
120	2115860.8
121	37937840
122	91221096
123	5718211
124	4580124
125	2070622
126	2048236
127	3096037
128	1700542.6
129	1468693.4
130	2761457.5
131	14915641
132	32226430
