Point	ASR
1	53535296
2	39078240
3	59972952
4	3.5248672e+08
5	48759292
6	54351928
7	27887406
8	37400628
9	4.5957062e+08
10	9.6483729e+10
11	57185108
12	57499644
13	63997436
14	1.5551184e+08
15	57939400
16	35710452
17	30457716
18	21504184
19	22786580
20	19173124
21	16360458
22	8845177
23	53972952
24	80409000
25	28990592
26	21309404
27	16989718
28	8067917.5
29	9921141
30	8903266
31	9091826
32	16641002
33	7175391.5
34	38861468
35	1.4239508e+10
36	81122136
37	17168790
38	10298446
39	13293104
40	16433657
41	16118242
42	11221759
43	15870266
44	5351698.5
45	20706856
46	79611344
47	28789530
48	17442108
49	23656172
50	14459168
51	21088866
52	34755412
53	6402579.5
54	1.4144067e+08
55	1.7904454e+08
56	38380176
57	27681446
58	59520564
59	36290076
60	29482880
61	6675753
62	36067968
63	23040422
64	34025760
65	6.0375736e+09
66	1.061057e+09
67	4.2146189e+08
68	1.6443082e+09
69	1.5463974e+08
70	40495984
71	27342058
72	38432012
73	20986826
74	7.2791584e+08
75	46225984
76	90080384
77	1.2896592e+10
78	2.111483e+09
79	6.4968084e+09
80	2.4046647e+10
81	3.5889523e+08
82	56341276
83	49332388
84	25947334
85	1.9066782e+10
86	4443150.5
87	21819630
88	6.6420435e+08
89	7.0641414e+08
90	3.2558118e+09
91	5.0515794e+09
92	5.069521e+08
93	27282510
94	1.9119802e+08
95	2.7940045e+08
96	4.7339802e+08
97	6.2364397e+08
98	6.3382835e+08
99	61711824
100	47362612
101	5.2039183e+09
102	1.2550056e+09
103	1.2506674e+09
104	7.4903674e+08
105	1.3292884e+09
106	7.6078317e+08
107	1.0015389e+09
108	1.5171116e+09
109	8.581159e+08
110	1.0690579e+09
111	1.5215662e+08
112	1.868115e+08
113	3.7730339e+08
114	8.5200198e+08
115	1.8244783e+09
116	1.1110724e+10
117	8.6277798e+08
118	4.6256614e+08
119	7.4315885e+08
120	1.565536e+09
121	3.3455798e+08
122	86766000
123	4.0976701e+08
124	2.0136061e+10
125	33366828
126	34401352
127	27281976
128	37331512
129	1.6258577e+09
130	1.0736918e+09
131	2.9532925e+09
132	3.8285207e+09
