Point	Rp
1	5.6271002e+08
2	7.0263002e+08
3	6.1110003e+08
4	7.718e+08
5	5.692e+08
6	4.2904e+08
7	3.9884e+08
8	2.4279e+08
9	2.8778e+08
10	4.924e+08
11	4.392e+08
12	5.1086e+08
13	5.928e+08
14	8.8780998e+08
15	8.4489997e+08
16	5.7329997e+08
17	4.2624998e+08
18	3.6879002e+08
19	3.2568998e+08
20	2.7522e+08
21	2.6203e+08
22	1.5227e+08
23	5.554e+08
24	8.72e+08
25	6.8196998e+08
26	3.0163002e+08
27	1.7219e+08
28	1.3637e+08
29	88660000
30	94100000
31	1.3781699e+08
32	1.7789e+08
33	55740000
34	4.959e+08
35	1.0616e+09
36	3.0446e+08
37	2.1068e+08
38	69879000
39	72660000
40	98050000
41	58318000
42	1.5445e+08
43	77820000
44	48800000
45	4.072e+08
46	8.2209997e+08
47	2.7530086e+08
48	1.05819e+08
49	65651312
50	74900392
51	1.2922e+08
52	69590000
53	62490000
54	93720000
55	48670000
56	5.172e+08
57	8.6129997e+08
58	2.5970182e+08
59	1.6782e+08
60	91776832
61	1.04754e+08
62	68340000
63	58320000
64	98110000
65	1.3587e+08
66	51860000
67	4.4851002e+08
68	7.4056998e+08
69	2.6287e+08
70	2.893e+08
71	1.2187e+08
72	85874000
73	67040000
74	48169000
75	37070000
76	2.8076e+08
77	34285000
78	2.6302e+08
79	6.43e+08
80	1.8786e+08
81	1.3661e+08
82	67284448
83	74204000
84	79510000
85	55596000
86	50541000
87	2.3945e+08
88	2.2527e+08
89	3.4839002e+08
90	5.5392e+08
91	3.9656998e+08
92	2.7203002e+08
93	95601000
94	1.1118e+08
95	42378000
96	84700000
97	2.8656998e+08
98	1.4350001e+09
99	1.5158001e+09
100	3.831e+08
101	5.5172e+08
102	6.0297997e+08
103	9.6905997e+08
104	1.1067e+09
105	1.1105e+09
106	2.7142e+08
107	4.2755901e+08
108	9.1879002e+08
109	7.7695002e+08
110	2.5137101e+09
111	7.6427002e+08
112	3.241e+08
113	1.9538301e+08
114	5.226e+08
115	5.6527002e+08
116	5.342e+08
117	8.2785997e+08
118	1.0338e+09
119	6.2470003e+08
120	3.8226e+08
121	7.6265997e+08
122	5.11443e+09
123	7.7800998e+08
124	4.1804e+08
125	3.0912998e+08
126	2.5183e+08
127	4.0912998e+08
128	2.0603e+08
129	1.2301e+08
130	3.1928998e+08
131	1.4211e+09
132	2.35694e+09
