Point	Rp
1	2.4221199e+09
2	3.7150999e+09
3	2.6529999e+09
4	4.5629998e+09
5	3.2407501e+09
6	3.7698099e+09
7	4.0195999e+09
8	2.7500301e+09
9	2.6562099e+09
10	1.96888e+09
11	5.6045e+09
12	2.9182999e+09
13	4.04206e+09
14	3.9497001e+09
15	2.7157399e+09
16	2.9839301e+09
17	2.9737001e+09
18	2.7949701e+09
19	2.6966999e+09
20	3.1315999e+09
21	1.65811e+09
22	1.4225999e+09
23	2.5806999e+09
24	5.7741998e+09
25	4.6419999e+09
26	3.6302999e+09
27	3.2494999e+09
28	2.8057999e+09
29	2.03369e+09
30	3.1057999e+09
31	3.08815e+09
32	3.1308001e+09
33	9.608e+08
34	3.5521001e+09
35	6.6592998e+09
36	5.6006999e+09
37	2.1054799e+09
38	2.3465999e+09
39	1.6905e+09
40	1.16631e+09
41	2.74109e+09
42	2.7377001e+09
43	2.1550899e+09
44	2.1109e+09
45	3.7544e+09
46	6.1539502e+09
47	6.5045002e+09
48	3.1974001e+09
49	4.8918999e+09
50	2.20323e+09
51	2.424e+09
52	1.34886e+09
53	1.1006001e+09
54	3.2350999e+09
55	9.5108e+08
56	3.9811e+09
57	4.52717e+09
58	2784400
59	1.806433e+11
60	7.2262099e+08
61	1.78629e+09
62	8.9710003e+08
63	1.7231e+09
64	6.0458342e+08
65	4.9485722e+10
66	1.1253377e+12
67	4.9881999e+09
68	1.0210422e+12
69	6.0208998e+09
70	6.2502163e+08
71	5.0834121e+10
72	1.04806e+09
73	8.2988e+08
74	3.7700154e+08
75	1.0494e+09
76	3.5699599e+09
77	1.78614e+09
78	5.1701002e+09
79	1.05634e+10
80	8.9935995e+09
81	4.3646398e+10
82	5.8508998e+08
83	2.8787999e+09
84	6.5704998e+08
85	6.5738899e+10
86	9.7997302e+09
87	2.3894999e+09
88	2.7805701e+09
89	5.4019098e+09
90	1.667093e+13
91	7.16096e+09
92	6561800
93	4.2793999e+09
94	9.5265997e+09
95	4.3078999e+09
96	8.0854999e+10
97	2.7898e+08
98	1.593123e+10
99	3.6193999e+09
100	3.4609001e+09
101	4.0975201e+09
102	2.2667149e+10
103	1.331846e+10
104	1.26582e+10
105	5.3674707e+08
106	8.0853929e+12
107	5.8797102e+09
108	3.5650199e+09
109	3.4695301e+09
110	7.8457799e+10
111	2.8829999e+10
112	3816002
113	2.87303e+10
114	3.22287e+10
115	2.8220794e+08
116	6.77958e+10
117	8.78255e+09
118	1.2011753e+10
119	6.62173e+10
120	1.56655e+09
121	2.3162e+08
122	7.7804001e+09
123	1.6436799e+10
124	1.21941e+10
125	1.9554001e+10
126	1.1210182e+09
127	97331400
128	1.21487e+10
129	3.5170199e+11
130	1.72754e+10
131	8.2080599e+09
132	1.29147e+10
