Point	Rp
1	1.4790001e+09
2	2.0150001e+09
3	1.6472e+09
4	1.19697e+09
5	1.16473e+09
6	1.07826e+09
7	9.1844e+08
8	6.8601997e+08
9	7.4272e+08
10	15220704
11	1.07778e+09
12	1.34859e+09
13	1.56515e+09
14	1.67435e+09
15	1.6521999e+09
16	1.6533e+09
17	1.4121e+09
18	1.23077e+09
19	1.33667e+09
20	1.34933e+09
21	6.8009997e+08
22	2.8920701e+08
23	1.4545999e+09
24	3.7046001e+09
25	2.08658e+09
26	1.05211e+09
27	9.7127002e+08
28	8.4110003e+08
29	3.8808998e+08
30	6.5587002e+08
31	1.5176e+09
32	2.75986e+09
33	3.3422e+08
34	1.7155e+09
35	4.124e+09
36	1.6854001e+09
37	1.1006001e+09
38	5.2852998e+08
39	4.793031e+08
40	5.4275002e+08
41	6.1200998e+08
42	5.6816e+08
43	1.9359e+09
44	1.0932e+09
45	1.6725e+09
46	3.6702999e+09
47	1.69983e+09
48	6.7443002e+08
49	7.0270003e+08
50	4.892e+08
51	6.5779002e+08
52	4.0699002e+08
53	5.4345997e+08
54	1.68642e+09
55	8.3276e+08
56	1.71813e+09
57	3.14993e+09
58	1.57896e+09
59	2.1302001e+09
60	5.9278003e+08
61	6.5564998e+08
62	2.9888e+08
63	8.0896e+08
64	1.2151e+09
65	4.2477399e+09
66	4.9030026e+09
67	2.3026501e+09
68	5.1122099e+09
69	2.9009999e+09
70	1.6200582e+09
71	9.064e+08
72	5.0515002e+08
73	1.2865e+09
74	4.0422e+08
75	3.3358e+08
76	4.0297001e+09
77	3.1868e+08
78	2.05402e+09
79	1.0793e+10
80	2.1185999e+09
81	1.76049e+09
82	6.7816998e+08
83	5.748e+08
84	9.9480038e+08
85	3.0851002e+08
86	4.7654211e+08
87	1.8395e+09
88	1.4452e+09
89	2.4526001e+09
90	5264690
91	9.7981e+09
92	3.8502001e+09
93	9.2302003e+08
94	6.6237e+09
95	6.9566003e+08
96	4.1164e+08
97	5.0275e+09
98	1.69579e+10
99	4.83601e+09
100	1.220667e+10
101	7.5710403e+09
102	8.3598008e+09
103	1.168e+10
104	4.9220526e+09
105	1.8467499e+11
106	2.4825001e+09
107	3.778185e+09
108	1.4923061e+10
109	1.12701e+10
110	9.3664653e+08
111	3.7139999e+09
112	6.0166999e+09
113	6.3922299e+09
114	7.1421302e+09
115	5.3964498e+09
116	6.5866998e+09
117	7.1862702e+09
118	7.7018301e+09
119	3.098898e+10
120	7.0211999e+09
121	7.2218998e+09
122	8.2440602e+09
123	7.2207002e+09
124	4.1131e+09
125	1.10431e+10
126	1.1876e+10
127	1.32661e+10
128	2.1663401e+09
129	4.3375002e+09
130	2.29894e+10
131	4.4450002e+09
132	3.7446001e+09
