Point	ASR
1	20260114
2	11812378
3	13315001
4	9703115
5	8117868.5
6	8306364
7	7212148
8	5656445.5
9	6017401.5
10	7733652
11	9877159
12	9988057
13	12733552
14	8586556
15	13116138
16	18285578
17	16154370
18	16060436
19	4263452
20	8686496
21	4162921
22	4198353.5
23	8135605.5
24	1.8747438e+08
25	3860626.8
26	8390873
27	5742198
28	2238382.8
29	3393545.5
30	1567622
31	1986427.4
32	1.0319903e+08
33	1718104.1
34	6151233
35	27667984
36	12410851
37	2458577
38	3677859.5
39	3485594
40	23473614
41	43847800
42	23442340
43	57020024
44	5.108728e+08
45	8.0004672e+08
46	3.2712998e+08
47	16629693
48	2821462
49	1554772.9
50	1454242
51	6609905.5
52	37066676
53	16721741
54	3.1444173e+08
55	2.8795501e+08
56	12022865
57	7985922
58	9454225
59	7532276
60	3293328.8
61	7615214
62	1997108.8
63	1283339.5
64	4292040.5
65	6.9790419e+08
66	2.2805744e+08
67	8879701
68	1.1144728e+09
69	13364324
70	4313403
71	9795478
72	5207813.5
73	3744775.2
74	582268.25
75	2097294
76	10844769
77	8.9605216e+08
78	4.2090707e+08
79	2.4106048e+09
80	31913528
81	14914070
82	8890071
83	2341144.2
84	8171275.5
85	11598750
86	1.9225902e+08
87	9316228
88	4.0329376e+08
89	5.2396694e+08
90	7.7118182e+08
91	26447798
92	22584890
93	9512106
94	98693048
95	1.0144394e+08
96	90762640
97	1.3787841e+10
98	5.0506086e+08
99	6.2594925e+08
100	99212512
101	7.1003725e+08
102	4.5652643e+08
103	5.6385254e+08
104	20966972
105	20332998
106	25282574
107	2.6433966e+08
108	6.6036224e+08
109	2.7134045e+08
110	2.5240727e+09
111	51892156
112	3.3375309e+08
113	2.7411693e+08
114	4.606168e+08
115	1.1568151e+09
116	1.2689312e+09
117	6.3042285e+08
118	5.0272509e+08
119	5.0049216e+08
120	5.4464806e+08
121	6.462345e+08
122	63052808
123	1.5505254e+08
124	3.0155526e+08
125	9.6749664e+08
126	6.2995098e+09
127	39680292
128	11569533
129	5.765289e+08
130	1.1432874e+09
131	3.2047674e+08
132	7.0999955e+08
