Point	ASR
1	34714600
2	23206972
3	15654543
4	16870392
5	17797136
6	18294106
7	17611182
8	18937602
9	22006844
10	42298680
11	1.1172091e+08
12	92760784
13	97923384
14	6.0349952e+08
15	64999868
16	41421864
17	39948460
18	36034076
19	41092008
20	48660716
21	35217288
22	73199104
23	6.8990176e+08
24	9.6195488e+08
25	4.8851734e+08
26	4.9818077e+08
27	4.0235318e+08
28	1.2594638e+08
29	92424952
30	1.4309314e+08
31	98116256
32	7.6214661e+09
33	2.7850195e+08
34	1.0499256e+09
35	1.1173441e+09
36	1.0662996e+09
37	5.3201194e+08
38	2.6723142e+08
39	7.0494138e+08
40	1.5731763e+08
41	2.1504278e+08
42	3.6287248e+08
43	4.966856e+08
44	3.3301184e+08
45	1.0292289e+09
46	6.6339136e+08
47	4.8002333e+08
48	9.9065958e+09
49	7.4069581e+09
50	1.4233602e+08
51	2.2770245e+08
52	1.9784477e+09
53	1.2002853e+08
54	5.1729421e+08
55	6.0911789e+08
56	1.7878822e+09
57	9.460647e+08
58	5.444471e+08
59	3.6666438e+08
60	6.9121265e+09
61	3.3269533e+08
62	2.0671976e+08
63	1.8352509e+08
64	2.731713e+08
65	3663211
66	3.2626323e+08
67	3.7754331e+10
68	6.7678612e+09
69	4.8160682e+08
70	9.619863e+08
71	8.7116333e+08
72	4.5901677e+08
73	4.8670141e+08
74	1.1887619e+08
75	2.9530947e+08
76	5.1333654e+08
77	1.4234561e+09
78	4.6087127e+09
79	2.4625746e+09
80	8.8448045e+08
81	1.4866569e+09
82	4.1374746e+09
83	2.7337018e+08
84	1.3710034e+08
85	3.0937437e+08
86	2.7184179e+08
87	5.0642458e+09
88	1.3966595e+09
89	2.647732e+09
90	4.224372e+09
91	1.9842285e+09
92	7.6099912e+09
93	2.5280973e+09
94	3.8453087e+09
95	4.2099663e+09
96	6.7575622e+08
97	1.4746644e+09
98	1.2901115e+09
99	2.7985285e+09
100	5.6000415e+09
101	2.7228339e+09
102	2.5880781e+09
103	5.2024796e+09
104	2.7297569e+09
105	1.4947685e+09
106	6.6130483e+08
107	5.1962042e+08
108	1.0414394e+09
109	2.46929e+09
110	3.2470845e+09
111	2.452011e+09
112	4.2900296e+09
113	7.0032353e+09
114	2.6720379e+09
115	2.6449989e+09
116	3.7343232e+09
117	1.0818769e+09
118	9.4073626e+08
119	2.7408983e+09
120	1.9748054e+09
121	4.8014679e+09
122	1.1911433e+09
123	7.6742726e+08
124	1.2989576e+09
125	1.1452678e+09
126	2.508876e+09
127	3.65762e+09
128	3064429.5
129	1.9359153e+09
130	3.4242954e+09
131	1.5802278e+08
132	1.5786952e+09
