Point	Rp
1	8.296192e+08
2	8.0979584e+08
3	3.8154e+08
4	5.9436e+08
5	4.1051002e+08
6	2.9839002e+08
7	2.4655e+08
8	3.1895002e+08
9	4.2487002e+08
10	2.7756e+08
11	1.96346e+08
12	2.7052e+08
13	2.851e+08
14	3.1155002e+08
15	1.9066e+08
16	1.4112e+08
17	1.3586858e+08
18	1.4058826e+08
19	1.4758e+08
20	1.2465e+08
21	54090000
22	61280000
23	1.9419e+08
24	3.7240998e+08
25	1.7070266e+08
26	1.08429e+08
27	71720000
28	39200952
29	36194000
30	36607392
31	78404000
32	63402848
33	34310000
34	1.1368e+08
35	2.1598e+08
36	1.259e+08
37	64826000
38	41961768
39	57930000
40	1.1711e+08
41	58810000
42	1.0704e+08
43	1.096397e+10
44	3.1237699e+08
45	5.788e+08
46	9.592e+08
47	1.00114e+08
48	65640000
49	66240000
50	82320000
51	1.2111e+08
52	78940000
53	40146000
54	2.8699699e+10
55	1.118322e+10
56	6.4516e+08
57	4.2038e+08
58	1.6008e+08
59	2.2811e+08
60	1.206e+08
61	1.4103075e+08
62	85183000
63	1.10565e+09
64	1.1209999e+09
65	2.88616e+10
66	2.2588101e+10
67	9.12e+08
68	4.8194699e+11
69	2.5427e+08
70	1.7662e+08
71	1.1252975e+08
72	23127000
73	1.0826e+08
74	4.0704e+08
75	4.0100906e+08
76	68388304
77	1.9150034e+09
78	2.11888e+09
79	1.129695e+10
80	1.3809e+09
81	3.7458e+08
82	6.8790003e+08
83	89270000
84	1.0238e+08
85	6.89009e+09
86	2.5521e+08
87	9.9570596e+09
88	7.0869901e+10
89	1.33059e+10
90	7.0360703e+10
91	9.5267e+09
92	4.9093402e+09
93	1.18135e+08
94	2.6513001e+09
95	6106280
96	2.29661e+10
97	8.0559002e+09
98	4.8506998e+09
99	1.121173e+10
100	7.688505e+08
101	2.06208e+10
102	2.2249001e+10
103	1.06284e+10
104	8.2465702e+08
105	1.173545e+10
106	1.88492e+10
107	1.989e+10
108	1.177305e+10
109	1.76059e+10
110	5.1270054e+10
111	1.7490149e+11
112	8.0755219e+08
113	8.3184901e+09
114	1.202023e+10
115	1.218461e+10
116	1.9458591e+10
117	1.28039e+11
118	1.162394e+10
119	3.5013031e+11
120	1.427309e+10
121	1.591638e+10
122	1.25078e+10
123	2.0601999e+09
124	6.1320998e+08
125	3.789e+08
126	2.0623e+09
127	1.2682e+08
128	92240000
129	1.071378e+10
130	2.2875699e+09
131	8.6736302e+09
132	1.6543e+10
