Point	Row	Column	Pos_200
1	1	1	43.722023
2	1	2	43.741711
3	1	3	43.760723
4	1	4	43.785126
5	1	5	43.824306
6	1	6	43.796894
7	1	7	43.798393
8	1	8	43.811378
9	1	9	43.837509
10	1	10	43.827435
11	1	11	43.833614
12	2	1	43.672745
13	2	2	43.692493
14	2	3	43.719879
15	2	4	43.745068
16	2	5	43.75177
17	2	6	43.723915
18	2	7	43.762726
19	2	8	43.761871
20	2	9	43.802181
21	2	10	43.791672
22	2	11	43.770676
23	3	1	43.63427
24	3	2	43.641262
25	3	3	43.648743
26	3	4	43.665207
27	3	5	43.67886
28	3	6	43.67931
29	3	7	43.672787
30	3	8	43.696064
31	3	9	43.681553
32	3	10	43.677418
33	3	11	43.670872
34	4	1	43.63073
35	4	2	43.630531
36	4	3	43.590183
37	4	4	43.602772
38	4	5	43.579926
39	4	6	43.595238
40	4	7	43.596508
41	4	8	43.624996
42	4	9	43.604904
43	4	10	43.62397
44	4	11	43.624458
