Point	Row	Column	FWHM_110
1	1	1	0.49614838
2	1	2	0.50518864
3	1	3	0.51161867
4	1	4	0.5286653
5	1	5	0.53420401
6	1	6	0.52452016
7	1	7	0.52512616
8	1	8	0.53441566
9	1	9	0.51757139
10	1	10	0.52381277
11	1	11	0.51711643
12	2	1	0.51778489
13	2	2	0.53227931
14	2	3	0.52289015
15	2	4	0.50632972
16	2	5	0.47211301
17	2	6	0.49053627
18	2	7	0.51782608
19	2	8	0.5275169
20	2	9	0.53233671
21	2	10	0.53148776
22	2	11	0.53675705
23	3	1	0.42775163
24	3	2	0.4036881
25	3	3	0.39980915
26	3	4	0.40330392
27	3	5	0.40162346
28	3	6	0.4088887
29	3	7	0.42086005
30	3	8	0.45530537
31	3	9	0.51495922
32	3	10	0.51973057
33	3	11	0.52582192
34	4	1	0.50405681
35	4	2	0.50252777
36	4	3	0.43653226
37	4	4	0.40882683
38	4	5	0.42122099
39	4	6	0.44784582
40	4	7	0.44941798
41	4	8	0.49318141
42	4	9	0.50888771
43	4	10	0.50419033
44	4	11	0.49986425
