Point	Row	Column	FWHM_110
1	1	1	0.89055592
2	1	2	0.89616287
3	1	3	0.86527097
4	1	4	0.85685253
5	1	5	0.91436666
6	1	6	0.93100625
7	1	7	0.93436003
8	1	8	
9	1	9	0.93111873
10	1	10	0.98824823
11	1	11	0.91095567
12	2	1	0.85330361
13	2	2	0.80460519
14	2	3	0.75484443
15	2	4	0.79356766
16	2	5	0.77594602
17	2	6	0.80720395
18	2	7	0.83786881
19	2	8	0.83276165
20	2	9	0.82468259
21	2	10	0.89723974
22	2	11	0.94878012
23	3	1	0.82123429
24	3	2	0.82244503
25	3	3	0.80538708
26	3	4	0.75749201
27	3	5	0.80350554
28	3	6	0.82251137
29	3	7	0.83319831
30	3	8	0.83588254
31	3	9	0.87222505
32	3	10	0.8769238
33	3	11	0.91090792
34	4	1	0.87991822
35	4	2	0.89782494
36	4	3	0.84626657
37	4	4	0.88145107
38	4	5	0.82155216
39	4	6	0.83687085
40	4	7	0.89411044
41	4	8	0.88235623
42	4	9	0.85200125
43	4	10	0.85033756
44	4	11	0.72250181
